"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00506870","1987-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.8","0","0.0",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","19870821",",,0","19870831","+,,0","19870831","+,,0","","","19870814",",,0","19870826",",,0","3.9",",0,21,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,14,","24.4",",0,26,","74.9",",,,0","282.9","0","140.8",",0","10.43",",,,0","19.90",",,,0","57.0",",,,0","0",",,,0","13.79",",0","18.75",",,,0","8.83",",,,0","","","",""
"USC00506870","1987-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.8","0","0.0",",0","15",",0","7",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","","","19870914",",,0","19870930","+,,0","19870930","+,,0","","","19870908",",,0","19870906","+,,0","-3.9",",0,14,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,08,","17.2",",0,06,+","36.0",",,,0","595.6","0","312.7",",0","4.53",",,,0","10.41",",,,0","68.4",",,,0","0",",,,0","7.91",",0","12.13",",,,0","3.69",",,,0","545",",,,0","",""
"USC00506870","1987-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.8","0","0.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","10",",0","2",",0","0",",0","0",",0","","","19871030",",,0","19871031","+,,0","19871031","+,,0","","","19871015",",,0","19871007",",,0","-10.0",",0,30,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,15,","12.2",",0,07,","","","1048.8","0","453.2",",0","","","","","56.7",",,,0","0",",,,0","3.71",",0","7.44",",,,0","-0.01",",,,0","","","",""
"USC00506870","1987-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.8","0","0.0","1,0","10",",0","6",",0","0",",0","29",",0","6",",0","0","1,0","29","1,0","20",",0","0",",0","0",",0","","","19871115",",1,0","19871130",",,0","19871129",",,0","","","19871129",",,0","19871116",",,0","-17.2","1,0,15,","330",",,0,30,","99",",,0,29,","8.1",",,0,29,","6.7",",0,16,","","","1699.6","0","650.8",",0","","","","","36.0",",,,0","505",",,,0","-4.10","1,0","-0.40",",,,0","-7.80","1,,,0","","","",""
"USC00506870","1987-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.8","0","0.0","1,0","13",",0","3",",0","0",",0","31",",0","7",",0","4",",0","30",",0","24","1,0","0","1,0","0","1,0","","","19871215",",,0","19871203",",,0","19871220",",,0","","","19871220",",,0","19871224",",1,0","-28.3",",0,15,","406",",,0,03,","97",",,0,20,","10.4",",,0,20,","6.7","1,0,24,","","","2511.2","0","811.6","1,0","","","","","29.1",",,,0","379",",,,0","-8.68","1,0","-4.76","1,,,0","-12.60",",,,0","","","",""
"USC00506870","1988-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","31",",0","3",",0","7",",0","31",",0","26",",0","0",",0","0",",0","","","19880128",",,0","19880129","+,,0","19880123",",,0","","","19880123",",,0","19880121",",,0","-26.1",",0,28,","229",",,0,29,+","46",",,0,23,","2.5",",,0,23,","5.0",",0,21,","","","3334.4","0","823.2",",0","","","","","8.9",",,,0","158",",,,0","-8.22",",0","-4.15",",,,0","-12.29",",,,0","","","",""
"USC00506870","1988-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","9",",0","3",",0","0",",0","27",",0","4",",0","2",",0","26",",0","17",",0","0",",0","0",",0","","","19880221",",,0","19880202","+,,0","19880215",",,0","","","19880215",",,0","19880225",",,0","-25.6",",0,21,","254",",,0,02,+","89",",,0,15,","5.6",",,0,15,","7.8",",0,25,","","","3989.5","0","655.1",",0","","","","","16.6",",,,0","273",",,,0","-4.26",",0","-0.44",",,,0","-8.08",",,,0","","","",""
"USC00506870","1988-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","8",",0","2",",0","0",",0","29",",0","0",",0","0",",0","0",",0","","","19880327","+,,0","19880304","+,,0","19880303",",,0","","","19880310",",,0","19880320","+,,0","-7.2",",0,27,+","76",",,0,04,+","66",",,0,03,","25.1",",,0,10,","7.2",",0,20,+","","","4550.8","0","561.3",",0","","","","","35.4",",,,0","115",",,,0","0.23",",0","3.97",",,,0","-3.52",",,,0","","","",""
"USC00506870","1988-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","6",",0","3",",0","0",",0","1",",0","1",",0","0","1,0","18","1,0","0","1,0","0","1,0","0","1,0","","","19880406",",1,0","19880410",",,0","19880410",",,0","","","19880416",",,0","19880428","+,1,0","-7.8","1,0,06,","51",",,0,10,","51",",,0,10,","5.1",",,0,16,","11.7","1,0,28,+","","","4987.2","0","436.4","1,0","","","","","15.6",",,,0","51",",,,0","3.28","1,0","7.90","1,,,0","-1.33","1,,,0","","","",""
"USC00506870","1988-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","6",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","0",",0","0",",0","","","19880502","+,1,0","19880531","+,,0","19880531","+,,0","","","19880519",",,0","19880527","+,,0","-1.1","1,0,02,+","0",",,0,31,+","0",",,0,31,+","7.6",",,0,19,","19.4",",0,27,+","106.3","1,,,0","5260.7","0","273.5",",0","5.72","1,,,0","16.28","1,,,0","11.2",",,,0","0",",,,0","9.21","1,0","14.23",",,,0","4.19","1,,,0","1841",",,,0","",""
"USC00506870","1988-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","19880603",",,0","19880630","+,,0","19880630","+,,0","","","19880606",",,0","19880605",",,0","3.3",",0,03,","0",",,0,30,+","0",",,0,30,+","13.0",",,0,06,","23.9",",0,05,","109.7",",,,0","5434.6","0","173.9",",0","","","","","49.7",",,,0","0",",,,0","12.54",",0","17.21",",,,0","7.87",",,,0","946",",,,0","",""
"USC00506870","1988-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","19880725",",,0","19880731","+,,0","19880731","+,,0","","","19880721",",,0","19880720",",,0","6.7",",0,25,","0",",,0,31,+","0",",,0,31,+","12.4",",,0,21,","23.9",",0,20,","82.4",",,,0","131.5","0","131.5",",0","11.81","1,,,0","20.65","1,,,0","38.1",",,,0","0",",,,0","14.09",",0","18.37",",,,0","9.81",",,,0","516",",,,0","",""
"USC00506870","1988-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","19880824",",,0","19880831","+,,0","19880831","+,,0","","","19880822","+,,0","19880817",",,0","4.4",",0,24,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,22,+","22.8",",0,17,","65.1","2,,,0","299.5","0","168.0",",0","9.28",",,,0","18.37",",,,0","45.7",",,,0","0",",,,0","12.91",",0","17.58",",,,0","8.24",",,,0","","","",""
"USC00506870","1988-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","","","19880929","+,,0","19880930","+,,0","19880930","+,,0","","","19880904",",,0","19880910",",,0","-2.2",",0,29,+","0",",,0,30,+","0",",,0,30,+","17.3",",,0,04,","16.7",",0,10,","45.5",",,,0","605.6","0","306.1",",0","4.95",",,,0","13.12",",,,0","61.0",",,,0","0",",,,0","8.13",",0","13.05",",,,0","3.21",",,,0","","","",""
"USC00506870","1988-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","10",",0","6",",0","0",",0","7",",0","3",",0","0","1,0","27","1,0","5",",0","0",",0","0",",0","","","19881028","+,1,0","19881011","+,,0","19881011",",,0","","","19881006","+,,0","19881003",",,0","-8.3","1,0,28,+","51",",,0,11,+","41",",,0,11,","16.3",",,0,06,+","17.2",",0,03,","","","1145.1","0","539.5",",0","","","","","55.4",",,,0","135",",,,0","0.56","1,0","4.52",",,,0","-3.40","1,,,0","","","",""
"USC00506870","1988-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","10",",0","4",",0","0",",0","17","1,0","5",",0","2","1,0","29","1,0","23",",0","0",",0","0",",0","","","19881126","+,1,0","19881126","+,1,0","19881116",",,0","","","19881117",",,0","19881101",",,0","-24.4","1,0,26,+","152","1,,0,26,+","76",",,0,16,","4.8",",,0,17,","6.1",",0,01,","","","1897.8","0","752.7",",0","","","","","20.1",",,,0","341",",,,0","-7.72","1,0","-3.75",",,,0","-11.68","1,,,0","","","",""
"USC00506870","1988-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","8","1,0","4","1,0","0","1,0","31",",0","5",",0","7",",0","30",",0","18",",0","0",",0","0",",0","","","19881207",",,0","19881209","+,,0","19881204",",,0","","","19881216",",1,0","19881216","+,,0","-28.3",",0,07,","229",",,0,09,+","84",",,0,04,","3.6","1,,0,16,","7.2",",0,16,+","","","2664.8","0","767.0",",0","","","","","16.5","1,,,0","287",",,,0","-6.41",",0","-1.38",",,,0","-11.43",",,,0","","","",""
"USC00506870","1989-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","31",",0","5",",0","22",",0","31",",0","28",",0","0",",0","0",",0","","","19890130",",,0","19890119","+,,0","19890112",",,0","","","19890112",",,0","19890112","+,,0","-37.8",",0,30,","254",",,0,19,+","157",",,0,12,","8.9",",,0,12,","3.3",",0,12,+","","","3795.5","0","1130.7",",0","","","","","17.4",",,,0","358",",,,0","-18.14",",0","-13.03",",,,0","-23.25",",,,0","","","",""
"USC00506870","1989-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","28",",0","3",",0","8",",0","28",",0","22",",0","0",",0","0",",0","","","19890202","+,,0","19890225",",,0","19890225",",,0","","","19890225",",,0","19890222",",,0","-27.2",",0,02,+","229",",,0,25,","102",",,0,25,","7.4",",,0,25,","5.6",",0,22,","","","4587.4","0","791.9",",0","","","","","11.0",",,,0","188",",,,0","-9.95",",0","-3.88",",,,0","-16.01",",,,0","","","",""
"USC00506870","1989-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","3",",0","0",",0","0",",0","31",",0","1","1,0","4",",0","30",",0","14","1,0","0","1,0","0","1,0","","","19890307",",,0","19890312","+,,0","19890322",",1,0","","","19890322",",,0","19890326","+,1,0","-19.4",",0,07,","178",",,0,12,+","46","1,,0,22,","1.5",",,0,22,","7.8","1,0,26,+","","","5275.1","0","687.7","1,0","","","","","2.5",",,,0","46","1,,,0","-4.60","1,0","1.13","1,,,0","-10.34",",,,0","","","",""
"USC00506870","1989-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","0",",0","0",",0","","","19890402",",,0","19890405","+,,0","19890405",",,0","","","19890426",",,0","19890428",",,0","-5.6",",0,02,","0",",T,0,05,+","5",",,0,05,","7.9",",,0,26,","15.6",",0,28,","","","5688.6","0","413.5",",0","","","","","8.2",",,,0","5",",,,0","4.55",",0","9.41",",,,0","-0.31",",,,0","","","",""
"USC00506870","1989-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","12",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","0",",0","0",",0","","","19890509",",1,0","19890531","+,,0","19890531","+,,0","","","19890505",",,0","19890521",",,0","0.0","1,0,09,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,05,","19.4",",0,21,","85.5",",,,0","5980.6","0","292.0",",0","","","","","41.1",",,,0","0",",,,0","8.59","1,0","13.53",",,,0","3.64","1,,,0","1861",",,,0","",""
"USC00506870","1989-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","2,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","7","1,0","0","1,0","","","19890602",",1,0","19890630","+,,0","19890630","+,,0","","","19890624",",,0","19890628",",1,0","4.4","1,0,02,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,24,","24.4","1,0,28,","122.9","1,,,0","6134.7","0","154.1","1,0","9.01","1,,,0","22.38","1,,,0","47.5",",,,0","0",",,,0","12.86","2,0","18.36","1,,,0","7.36","1,,,0","2466","1,,,0","",""
"USC00506870","1989-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","2.2","0","2.2",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","19890726","+,,0","19890731","+,,0","19890731","+,,0","","","19890724",",,0","19890703",",,0","7.2",",0,26,+","0",",,0,31,+","0",",,0,31,+","10.2",",,0,24,","27.8",",0,03,","122.5",",,,0","98.6","0","98.6",",0","12.17",",,,0","25.46",",,,0","44.0",",,,0","0",",,,0","15.22",",0","20.75",",,,0","9.70",",,,0","","","",""
"USC00506870","1989-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","2.2","0","0.0","1,0","19",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","8",",0","0",",0","","","19890816",",1,0","19890831","+,,0","19890831","+,,0","","","19890827",",,0","19890808",",,0","6.7","1,0,16,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,27,","25.0",",0,08,","64.6",",,,0","224.4","0","125.8",",0","11.11",",,,0","22.15",",,,0","78.9",",,,0","0",",,,0","14.09","1,0","18.23",",,,0","9.96","1,,,0","","","",""
"USC00506870","1989-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","2.2","0","0.0","1,0","25",",0","9",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","0",",0","0",",0","","","19890929","+,1,0","19890930","+,,0","19890930","+,,0","","","19890915",",,0","19890909",",,0","0.6","1,0,29,+","0",",,0,30,+","0",",,0,30,+","19.3",",,0,15,","20.6",",0,09,","37.5","1,,,0","466.0","0","241.6",",0","6.45",",,,0","13.55",",,,0","81.1",",,,0","0",",,,0","9.97","1,0","13.83",",,,0","6.11","1,,,0","","","",""
"USC00506870","1989-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","2.2","0","0.0","1,0","14",",0","7",",0","0",",0","14",",0","5",",0","0","1,0","21","1,0","7",",0","0",",0","0",",0","","","19891027",",1,0","19891030","+,,0","19891023",",,0","","","19891008",",,0","19891007","+,,0","-15.6","1,0,27,","279",",,0,30,+","137",",,0,23,","8.6",",,0,08,","12.8",",0,07,+","","","1016.7","0","550.7",",0","","","","","46.7",",,,0","442",",,,0","-0.01","1,0","4.04",",,,0","-4.06","1,,,0","","","",""
"USC00506870","1989-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","2.2","0","0.0","1,0","7",",0","2",",0","0",",0","30",",0","1",",0","9","1,0","29","1,0","21",",0","0",",0","0",",0","","","19891111",",1,0","19891101",",,0","19891118",",,0","","","19891105",",,0","19891122",",,0","-26.1","1,0,11,","229",",,0,01,","48",",,0,18,","7.1",",,0,05,","3.9",",0,22,","","","1799.3","0","782.6",",0","","","","","15.6",",,,0","124",",,,0","-8.76","1,0","-5.43",",,,0","-12.09","1,,,0","","","",""
"USC00506870","1989-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","2.2","0","0.0","2,0","15",",0","3",",0","0",",0","30",",0","5",",0","2","1,0","28","1,0","10","1,0","0","1,0","0","1,0","","","19891231",",1,0","19891219","+,,0","19891218",",,0","","","19891218",",,0","19891212",",1,0","-28.3","1,0,31,","152",",,0,19,+","127",",,0,18,","4.8",",,0,18,","8.9","1,0,12,","","","2410.3","0","611.0","1,0","","","","","24.2",",,,0","385",",,,0","-3.08","2,0","1.13","1,,,0","-7.29","1,,,0","","","",""
"USC00506870","1990-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","11",",0","4",",0","0",",0","31",",0","7",",0","12",",0","30",",0","23",",0","0",",0","0",",0","","","19900130",",,0","19900115","+,,0","19900112",",,0","","","19900112",",,0","19900118",",,0","-29.4",",0,30,","432",",,0,15,+","229",",,0,12,","19.3",",,0,12,","10.0",",0,18,","","","3306.7","0","896.4",",0","","","","","43.8",",,,0","579",",,,0","-10.58",",0","-6.23",",,,0","-14.94",",,,0","","","",""
"USC00506870","1990-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","8",",0","6",",0","0",",0","28",",0","7",",0","20","1,0","27","1,0","26",",0","0",",0","0",",0","","","19900208",",1,0","19900227","+,,0","19900217",",,0","","","19900217",",,0","19900227",",,0","-31.1","1,0,08,","559",",,0,27,+","312",",,0,17,","14.0",",,0,17,","5.6",",0,27,","","","4248.0","0","941.3",",0","","","","","39.7",",,,0","782",",,,0","-16.65","1,0","-11.44",",,,0","-21.86","1,,,0","","","",""
"USC00506870","1990-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","31",",0","1",",0","0",",0","29",",0","7",",0","0",",0","0",",0","","","19900301",",,0","19900301",",,0","19900304",",,0","","","19900304",",,0","19900327",",,0","-16.7",",0,01,","508",",,0,01,","127",",,0,04,","13.7",",,0,04,","8.9",",0,27,","","","4877.1","0","629.1",",0","","","","","17.5",",,,0","161",",,,0","-1.96",",0","3.45",",,,0","-7.38",",,,0","","","",""
"USC00506870","1990-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","2",",0","1",",0","0",",0","1",",0","1",",0","0","1,0","22","1,0","0",",0","0",",0","0",",0","","","19900401",",1,0","19900405",",,0","19900405",",,0","","","19900405",",,0","19900429",",,0","-5.0","1,0,01,","127",",,0,05,","112",",,0,05,","4.3",",,0,05,","15.6",",0,29,","","","5257.4","0","380.3",",0","","","","","5.6",",,,0","112",",,,0","5.24","1,0","11.33",",,,0","-0.86","1,,,0","","","",""
"USC00506870","1990-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","","","19900503",",,0","19900531","+,,0","19900531","+,,0","","","19900521",",,0","19900527",",,0","0.0",",0,03,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,21,","21.1",",0,27,","108.3","2,,,0","5515.2","0","257.8",",0","6.82","2,,,0","18.03","2,,,0","40.8",",,,0","0",",,,0","10.02",",0","15.29",",,,0","4.74",",,,0","2289","2,,,0","",""
"USC00506870","1990-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.3","0","0.3",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","19900617",",,0","19900630","+,,0","19900630","+,,0","","","19900615",",,0","19900630",",,0","7.2",",0,17,","0",",,0,30,+","0",",,0,30,+","8.9",",,0,15,","26.1",",0,30,","116.3",",,,0","5640.6","0","125.4",",0","11.25","2,,,0","23.93","2,,,0","28.1",",,,0","0",",,,0","14.17",",0","19.27",",,,0","9.06",",,,0","1455",",,,0","",""
"USC00506870","1990-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.3","0","0.0","2,0","7",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","15",",0","0",",0","","","19900712",",2,0","19900731","+,,0","19900731","+,,0","","","19900703",",,0","19900720","+,,0","6.1","2,0,12,","0",",,0,31,+","0",",,0,31,+","2.0",",,0,03,","26.7",",0,20,+","132.8",",,,0","96.2","0","96.2",",0","11.72",",,,0","25.03",",,,0","5.6",",,,0","0",",,,0","15.17","2,0","21.24",",,,0","9.11","2,,,0","1596",",,,0","",""
"USC00506870","1990-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.3","0","0.0",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","19900828",",,0","19900831","+,,0","19900831","+,,0","","","19900826",",,0","19900815",",,0","3.9",",0,28,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,26,","26.1",",0,15,","85.0",",,,0","232.1","0","135.9",",0","10.62",",,,0","20.07",",,,0","40.0",",,,0","0",",,,0","13.95",",0","19.16",",,,0","8.74",",,,0","1420",",,,0","",""
"USC00506870","1990-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.3","0","0.0","1,0","22",",0","10",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","0",",0","0",",0","","","19900928",",1,0","19900930","+,,0","19900930","+,,0","","","19900909",",,0","19900903","+,,0","-1.1","1,0,28,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,09,","18.3",",0,03,+","49.3",",,,0","486.3","0","254.2",",0","5.81",",,,0","12.53",",,,0","126.7",",,,0","0",",,,0","9.55","1,0","13.65",",,,0","5.46","1,,,0","1993",",,,0","",""
"USC00506870","1990-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.3","0","0.0",",0","8",",0","4",",0","0",",0","9",",0","1",",0","0",",0","26",",0","5",",0","0",",0","0",",0","","","19901019","+,,0","19901022","+,,0","19901014",",,0","","","19901019",",,0","19901011","+,,0","-13.3",",0,19,+","25",",,0,22,+","36",",,0,14,","7.9",",,0,19,","9.4",",0,11,+","","","1047.0","0","560.7",",0","","","","","19.7",",,,0","54",",,,0","0.25",",0","4.58",",,,0","-4.08",",,,0","","","",""
"USC00506870","1990-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.3","0","0.0","1,0","6",",0","3",",0","0",",0","20",",0","4",",0","17","1,0","29","1,0","29",",0","0",",0","0",",0","","","19901129",",1,0","19901119","+,,0","19901118",",,0","","","19901118",",,0","19901105",",,0","-32.2","1,0,29,","203",",,0,19,+","142",",,0,18,","7.6",",,0,18,","1.7",",0,05,","","","1977.7","0","930.7",",0","","","","","19.3",",,,0","402",",,,0","-13.63","1,0","-8.42",",,,0","-18.83","1,,,0","","","",""
"USC00506870","1990-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.3","0","0.0","1,0","16",",0","8",",0","0",",0","31",",0","7",",0","12","1,0","30","1,0","27",",0","0",",0","0",",0","","","19901202","+,1,0","19901228",",,0","19901226",",,0","","","19901229","+,,0","19901223",",,0","-30.6","1,0,02,+","432",",,0,28,","203",",,0,26,","11.9",",,0,29,+","3.3",",0,23,","","","2857.2","0","879.5",",0","","","","","63.1",",,,0","839",",,,0","-10.89","1,0","-6.27",",,,0","-15.51","1,,,0","","","",""
"USC00506870","1991-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","8",",0","1",",0","0",",0","31",",0","1",",0","14",",0","30",",0","23",",0","0",",0","0",",0","","","19910115",",,0","19910101",",,0","19910110",",,0","","","19910120",",,0","19910120",",,0","-25.0",",0,15,","305",",,0,01,","71",",,0,10,","3.0",",,0,20,","7.8",",0,20,","","","3750.9","0","893.7",",0","","","","","8.2",",,,0","133",",,,0","-10.50",",0","-6.43",",,,0","-14.57",",,,0","","","",""
"USC00506870","1991-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","28",",0","3",",0","9",",0","28",",0","15",",0","0",",0","0",",0","","","19910208",",,0","19910223","+,,0","19910206",",,0","","","19910206",",,0","19910226",",,0","-28.3",",0,08,","152",",,0,23,+","86",",,0,06,","4.6",",,0,06,","9.4",",0,26,","","","4462.5","0","711.6",",0","","","","","12.1",",,,0","252",",,,0","-7.08",",0","-2.04",",,,0","-12.13",",,,0","","","",""
"USC00506870","1991-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","12",",0","3",",0","0",",0","31",",0","5",",0","1","1,0","29","1,0","9",",0","0",",0","0",",0","","","19910310",",1,0","19910319","+,,0","19910313",",,0","","","19910313",",,0","19910301",",,0","-18.3","1,0,10,","127",",,0,19,+","91",",,0,13,","4.6",",,0,13,","7.2",",0,01,","","","5116.9","0","654.4",",0","","","","","23.2",",,,0","324",",,,0","-3.58","1,0","1.47",",,,0","-8.63","1,,,0","","","",""
"USC00506870","1991-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","4",",0","0",",0","0",",0","17",",0","0",",0","0",",0","0",",0","","","19910406",",,0","19910404","+,,0","19910430","+,,0","","","19910420",",,0","19910427",",,0","-5.6",",0,06,","25",",,0,04,+","0",",,0,30,+","1.8",",,0,20,","13.9",",0,27,","","","5536.9","0","420.0",",0","","","","","1.8",",,,0","0",",,,0","4.33",",0","8.92",",,,0","-0.26",",,,0","","","",""
"USC00506870","1991-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","2","1,0","0","1,0","0","1,0","0",",0","0",",0","0",",0","4",",0","0",",0","4",",0","0",",0","","","19910517","+,,0","19910531","+,,0","19910531","+,,0","","","19910531",",1,0","19910525","+,,0","0.0",",0,17,+","0",",,0,31,+","0",",,0,31,+","1.3","1,,0,31,","22.2",",0,25,+","","","5821.7","0","284.8",",0","","","","","1.6","1,,,0","0",",,,0","9.15",",0","15.15",",,,0","3.14",",,,0","3402","3,,,0","",""
