"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00362942","1992-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","3.1","4,0","18",",0","5",",0","0",",0","2",",0","1",",0","0","4,0","9","4,0","0",",0","9",",0","0",",0","","","19920402",",4,0","19920402","+,,0","19920401",",,0","","","19920421",",,0","19920419",",,0","-6.1","4,0,02,","25",",,0,02,+","25",",,0,01,","16.3",",,0,21,","27.2",",0,19,","","","","","215.8",",0","","","56.8",",,,0","38",",,,0","10.22","4,0","17.19",",,,0","3.25","4,,,0","",""
"USC00362942","1992-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","10.3",",0","14",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","19920524",",,0","19920531","+,,0","19920531","+,,0","","","19920502",",,0","19920522",",,0","1.1",",0,24,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,02,","30.6",",0,22,","117.1","5,,,0","","","133.0",",0","","","68.8",",,,0","0",",,,0","14.37",",0","21.58",",,,0","7.17",",,,0","",""
"USC00362942","1992-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","31.4","2,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","26",",0","0",",0","","","19920609",",2,0","19920630","+,,0","19920630","+,,0","","","19920619",",,0","19920630","+,,0","5.6","2,0,09,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,19,","31.1",",0,30,+","114.0","5,,,0","","","34.4",",0","","","38.0",",,,0","0",",,,0","18.38","2,0","25.56",",,,0","11.21","2,,,0","",""
"USC00362942","1992-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","112.5","3,0","19",",0","15",",0","5",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","31",",0","1",",0","","","19920731","+,3,0","19920731","+,,0","19920731","+,,0","","","19920730","+,,0","19920714",",,0","11.1","3,0,31,+","0",",,0,31,+","0",",,0,31,+","48.3",",,0,30,+","32.2",",0,14,","","","0.6","0","0.6",",0","","","283.6",",,,0","0",",,,0","22.39","3,0","28.09",",,,0","16.70","3,,,0","",""
"USC00362942","1992-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","51.2","3,0","8",",0","5",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","29","1,0","0","1,0","","","19920820",",2,0","19920831","+,,0","19920831","+,,0","","","19920828",",,0","19920826","+,1,0","6.1","2,0,20,","0",",,0,31,+","0",",,0,31,+","41.7",",,0,28,","31.7","1,0,26,+","","","10.6","0","10.0","1,0","","","111.5",",,,0","0",",,,0","19.69","3,0","26.02","1,,,0","13.35","2,,,0","",""
"USC00362942","1992-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","36.8","4,0","10",",0","8",",0","1",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","25",",0","0",",0","","","19920923",",4,0","19920930","+,,0","19920930","+,,0","","","19920918",",,0","19920907",",,0","1.7","4,0,23,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,18,","30.0",",0,07,","","","80.1","0","69.5",",0","","","94.0",",,,0","0",",,,0","17.13","4,0","24.27",",,,0","9.99","4,,,0","",""
"USC00362942","1992-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","2,0","12",",0","8",",0","0",",0","0",",0","0",",0","0","2,0","10","2,0","0",",0","8",",0","0",",0","","","19921020","+,2,0","19921018",",,0","19921018",",,0","","","19921008",",,0","19921015",",,0","-3.9","2,0,20,+","0",",T,0,18,","0",",T,0,18,","11.4",",,0,08,","25.6",",0,15,","","","337.6","0","257.5",",0","","","49.2",",,,0","0",",T,,0","9.51","2,0","16.85",",,,0","2.16","2,,,0","",""
"USC00362942","1992-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","5,0","16","1,0","8","1,0","1","1,0","0",",0","0","1,0","0","3,0","9","3,0","1","2,0","2","2,0","0","2,0","","","19921115",",3,0","19921115","+,,0","19921106",",1,0","","","19921102",",1,0","19921112","+,2,0","-8.3","3,0,15,","0",",T,0,15,+","0","1,T,0,06,","25.4","1,,0,02,","21.1","2,0,12,+","","","655.1","0","317.5","2,0","","","111.4","1,,,0","0","1,T,,0","6.21","5,0","10.22","2,,,0","2.20","3,,,0","",""
"USC00362942","1992-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","14",",0","9",",0","1",",0","14","1,0","4","1,0","","","","","5","2,0","0","2,0","0","2,0","","","","","19921210",",1,0","19921210",",1,0","","","19921210",",,0","19921230",",2,0","","","483","1,,0,10,","432","1,,0,10,","47.8",",,0,10,","15.6","2,0,30,","","","","","","","","","101.7",",,,0","602","1,,,0","","","4.40","2,,,0","","","",""
"USC00362942","1993-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","13",",0","7",",0","0",",0","2",",0","2",",0","0","2,0","24","2,0","6","5,0","0","5,0","0","5,0","","","19930118",",2,0","19930128","+,,0","19930128","+,,0","","","19930124","+,,0","19930104",",5,0","-13.9","2,0,18,","25",",,0,28,+","25",",,0,28,+","15.2",",,0,24,+","17.8","5,0,04,","","","","","","","","","59.7",",,,0","50",",,,0","0.35","7,0","4.22","5,,,0","-3.51","2,,,0","",""
"USC00362942","1993-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","5,0","11",",0","5",",0","0",",0","12","2,0","5","1,0","1","3,0","25","3,0","9","2,0","0","2,0","0","2,0","","","19930224",",3,0","19930225","+,2,0","19930225","+,1,0","","","19930216",",,0","19930210",",2,0","-18.3","3,0,24,","127","2,,0,25,+","76","1,,0,25,+","17.3",",,0,16,","14.4","2,0,10,","","","","","523.9","2,0","","","54.7",",,,0","292","1,,,0","-3.92","5,0","2.22","2,,,0","-10.06","3,,,0","",""
"USC00362942","1993-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","5,0","15",",0","10",",0","2",",0","13",",0","3","1,0","1","4,0","14","4,0","2","1,0","2","1,0","0","1,0","","","19930314",",4,0","19930314","+,,0","19930304",",1,0","","","19930304",",,0","19930331","+,1,0","-21.1","4,0,14,","483",",,0,14,+","76","1,,0,04,","34.0",",,0,04,","21.1","1,0,31,+","","","","","386.8","1,0","","","116.3",",,,0","152","1,,,0","3.08","5,0","7.84","1,,,0","-1.69","4,,,0","",""
"USC00362942","1993-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","14",",0","8",",0","0",",0","0",",0","0",",0","0","5,0","9","5,0","0","1,0","9","1,0","0","1,0","","","19930404",",5,0","19930430","+,,0","19930430","+,,0","","","19930425",",,0","19930415",",1,0","-2.8","5,0,04,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,25,","27.8","1,0,15,","","","","","","","","","84.8",",,,0","0",",,,0","9.78","6,0","16.63","1,,,0","2.93","5,,,0","",""
"USC00362942","1993-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","14.4",",0","16",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","19930513",",,0","19930531","+,,0","19930531","+,,0","","","19930531",",,0","19930510",",,0","2.8",",0,13,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,31,","32.2",",0,10,","","","","","95.0",",0","","","66.9",",,,0","0",",,,0","15.73",",0","23.04",",,,0","8.43",",,,0","",""
"USC00362942","1993-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","70.9",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","","","19930601",",,0","19930630","+,,0","19930630","+,,0","","","19930608",",,0","19930618",",,0","3.9",",0,01,","0",",,0,30,+","0",",,0,30,+","29.2",",,0,08,","32.8",",0,18,","142.9","3,,,0","","","25.8",",0","","","66.1",",,,0","0",",,,0","19.84",",0","26.58",",,,0","13.10",",,,0","",""
"USC00362942","1993-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","162.4",",0","15",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","19930722",",,0","19930731","+,,0","19930731","+,,0","","","19930728",",,0","19930728",",,0","9.4",",0,22,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,28,","35.6",",0,28,","138.4","3,,,0","0.8","0","0.8",",0","","","95.9",",,,0","0",",,,0","23.55",",0","30.45",",,,0","16.65",",,,0","",""
"USC00362942","1993-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","142.7","1,0","12",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","11",",0","","","19930821",",1,0","19930831","+,,0","19930831","+,,0","","","19930816",",,0","19930830",",,0","10.0","1,0,21,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,16,","35.0",",0,30,","","","0.8","0","0.0",",0","","","109.6",",,,0","0",",,,0","23.08","1,0","30.21",",,,0","15.96","1,,,0","",""
"USC00362942","1993-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","36.5","2,0","14",",0","11",",0","1",",0","0",",0","0",",0","0","2,0","1","2,0","0",",0","21",",0","0",",0","","","19930930",",2,0","19930930","+,,0","19930930","+,,0","","","19930925",",,0","19930902",",,0","0.0","2,0,30,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,25,","31.7",",0,02,","","","75.7","0","74.9",",0","","","131.5",",,,0","0",",,,0","17.03","2,0","22.98",",,,0","11.09","2,,,0","",""
"USC00362942","1993-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","3,0","12",",0","7",",0","0",",0","1",",0","1",",0","0","2,0","8","2,0","0","2,0","9","2,0","0","2,0","","","19931010",",2,0","19931031",",,0","19931031",",,0","","","19931031",",,0","19931007",",2,0","-2.8","2,0,10,","76",",,0,31,","76",",,0,31,","19.1",",,0,31,","26.7","2,0,07,","","","301.6","0","225.9","2,0","","","74.7",",,,0","76",",,,0","10.34","3,0","18.09","2,,,0","2.60","2,,,0","",""
"USC00362942","1993-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.6","2,0","11",",0","6",",0","2",",0","1","1,0","1",",0","0","1,0","19","1,0","0","1,0","1","1,0","0","1,0","","","19931110","+,1,0","19931101",",1,0","19931101",",,0","","","19931127",",,0","19931114",",1,0","-5.6","1,0,10,+","76","1,,0,01,","76",",,0,01,","51.6",",,0,27,","22.2","1,0,14,","","","667.6","0","366.0","1,0","","","137.9",",,,0","76",",,,0","5.52","2,0","10.41","1,,,0","0.62","1,,,0","",""
"USC00362942","1993-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","2,0","13","2,0","5","2,0","0","2,0","11","1,0","5","1,0","2","2,0","22","2,0","9","1,0","0","1,0","0","1,0","","","19931229","+,2,0","19931230","+,1,0","19931229","+,1,0","","","19931204",",2,0","19931202",",1,0","-20.0","2,0,29,+","76","1,,0,30,+","25","1,,0,29,+","24.9","2,,0,04,","12.8","1,0,02,","","","1218.4","0","550.8","1,0","","","54.3","2,,,0","125","1,,,0","-0.51","2,0","3.80","1,,,0","-4.81","2,,,0","",""
"USC00362942","1994-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0","5,0","19",",0","10",",0","1",",0","30",",0","8",",0","11","1,0","30","1,0","13","4,0","0","4,0","0","4,0","","","19940119","+,1,0","19940121","+,,0","19940104",",,0","","","19940127",",,0","19940128",",4,0","-33.9","1,0,19,+","483",",,0,21,+","356",",,0,04,","30.7",",,0,27,","11.1","4,0,28,","","","1863.8","0","645.4","4,0","","","114.7",",,,0","917",",,,0","-6.78","5,0","-0.96","4,,,0","-12.61","1,,,0","",""
"USC00362942","1994-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0","3,0","12",",0","6",",0","0",",0","26",",0","3",",0","3","2,0","25","2,0","10","1,0","0","1,0","0","1,0","","","19940201",",2,0","19940207",",,0","19940207",",,0","","","19940222",",,0","19940219",",1,0","-18.9","2,0,01,","178",",,0,07,","127",",,0,07,","14.0",",,0,22,","20.0","1,0,19,","","","2385.7","0","521.9","1,0","","","55.2",",,,0","288",",,,0","-2.53","3,0","3.70","1,,,0","-8.75","2,,,0","",""
"USC00362942","1994-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","14",",0","10",",0","3",",0","17",",0","4",",0","0",",0","26",",0","1",",0","2",",0","0",",0","","","19940310",",,0","19940302",",,0","19940302",",,0","","","19940302",",,0","19940324","+,,0","-10.0",",0,10,","305",",,0,02,","254",",,0,02,","39.9",",,0,02,","23.3",",0,24,+","","","2873.5","0","487.8",",0","","","150.5",",,,0","406",",,,0","2.60",",0","7.77",",,,0","-2.57",",,,0","",""
"USC00362942","1994-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.6","0","0.6","2,0","11",",0","10",",0","0",",0","0",",0","0",",0","0","2,0","11","2,0","0",",0","14",",0","0",",0","","","19940407",",2,0","19940430","+,,0","19940430","+,,0","","","19940415",",,0","19940426",",,0","-6.7","2,0,07,","0",",,0,30,+","0",",,0,30,+","20.8",",,0,15,","30.0",",0,26,","","","3078.2","0","204.7",",0","","","122.4",",,,0","0",",,,0","11.37","2,0","19.22",",,,0","3.51","2,,,0","",""
"USC00362942","1994-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","7.8","0","7.2",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","14",",0","0",",0","","","19940512",",,0","19940531","+,,0","19940531","+,,0","","","19940507",",,0","19940531","+,,0","-1.1",",0,12,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,07,","30.0",",0,31,+","109.5","4,,,0","3259.3","0","181.1",",0","","","50.2",",,,0","0",",,,0","12.72",",0","20.25",",,,0","5.20",",,,0","",""
"USC00362942","1994-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","128.6","0","120.8",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","9",",0","","","19940601",",,0","19940630","+,,0","19940630","+,,0","","","19940627",",,0","19940616",",,0","3.9",",0,01,","0",",,0,30,+","0",",,0,30,+","43.9",",,0,27,","35.0",",0,16,","149.2","3,,,0","3274.5","0","15.2",",0","","","120.3",",,,0","0",",,,0","21.85",",0","28.84",",,,0","14.86",",,,0","",""
"USC00362942","1994-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","284.3","0","155.7","1,0","10",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","7",",0","","","19940710",",1,0","19940731","+,,0","19940731","+,,0","","","19940714",",,0","19940706",",,0","11.1","1,0,10,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,14,","34.4",",0,06,","135.7","1,,,0","0.0","0","0.0",",0","","","48.5",",,,0","0",",,,0","23.55","1,0","29.64",",,,0","17.45","1,,,0","",""
"USC00362942","1994-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","353.0","0","68.7","2,0","15",",0","12",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","0","1,0","","","19940806",",1,0","19940831","+,,0","19940831","+,,0","","","19940820",",,0","19940825","+,1,0","6.7","1,0,06,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,20,","31.1","1,0,25,+","","","10.6","0","10.6","1,0","","","151.0",",,,0","0",",,,0","20.29","2,0","26.68","1,,,0","13.89","1,,,0","",""
"USC00362942","1994-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","373.9","0","20.9",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","19940930","+,,0","19940930","+,,0","19940930","+,,0","","","19940917",",,0","19940916","+,,0","4.4",",0,30,+","0",",,0,30,+","0",",,0,30,+","23.4",",,0,17,","30.0",",0,16,+","84.5","5,,,0","80.7","0","70.1",",0","","","56.7",",,,0","0",",,,0","16.69",",0","23.31",",,,0","10.07",",,,0","",""
"USC00362942","1994-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","373.9","0","0.0","2,0","9",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","14","2,0","0",",0","9",",0","0",",0","","","19941028",",2,0","19941031","+,,0","19941031","+,,0","","","19941031",",,0","19941008",",,0","-3.3","2,0,28,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,31,","25.6",",0,08,","","","331.3","0","250.6",",0","","","48.5",",,,0","0",",,,0","9.86","2,0","17.97",",,,0","1.74","2,,,0","",""
"USC00362942","1994-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","13",",0","9",",0","1",",0","2",",0","0",",0","","","","","0",",0","5",",0","0",",0","","","","","19941124","+,,0","19941124","+,,0","","","19941127",",,0","19941114","+,,0","","","25",",,0,24,+","13",",,0,24,+","47.5",",,0,27,","24.4",",0,14,+","","","","","","","","","114.9",",,,0","26",",,,0","","","15.47",",,,0","","","",""
"USC00362942","1994-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","10",",0","8",",0","1",",0","0",",0","0",",0","","","","","2","1,0","0","1,0","0","1,0","","","","","19941231","+,,0","19941231","+,,0","","","19941204",",,0","19941205",",1,0","","","0",",,0,31,+","0",",,0,31,+","25.7",",,0,04,","16.7","1,0,05,","","","","","","","","","74.9",",,,0","0",",,,0","","","8.10","1,,,0","","","",""
"USC00362942","1995-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0","2,0","15",",0","8",",0","0",",0","11","1,0","3","1,0","0","2,0","23","2,0","11","1,0","1","1,0","0","1,0","","","19950104",",2,0","19950125","+,1,0","19950121",",1,0","","","19950122",",,0","19950113",",1,0","-15.0","2,0,04,","127","1,,0,25,+","51","1,,0,21,","16.0",",,0,22,","21.1","1,0,13,","","","","","549.8","1,0","","","61.8",",,,0","127","1,,,0","-0.35","2,0","4.54","1,,,0","-5.23","2,,,0","",""
"USC00362942","1995-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0",",0","9",",0","5",",0","0",",0","13",",0","2",",0","0",",0","27",",0","10",",0","0",",0","0",",0","","","19950211",",,0","19950209","+,,0","19950203",",,0","","","19950215",",,0","19950219",",,0","-17.2",",0,11,","127",",,0,09,+","127",",,0,03,","17.8",",,0,15,","15.6",",0,19,","","","","","603.4",",0","","","49.8",",,,0","152",",,,0","-3.22",",0","2.59",",,,0","-9.03",",,,0","",""
"USC00362942","1995-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0","5,0","8",",0","3",",0","0",",0","3",",0","1",",0","0","5,0","18","5,0","1","2,0","8","2,0","0","2,0","","","19950309",",5,0","19950308",",,0","19950308",",,0","","","19950308",",,0","19950315","+,2,0","-13.3","5,0,09,","127",",,0,08,","127",",,0,08,","13.2",",,0,08,","24.4","2,0,15,+","","","","","328.4","2,0","","","37.9",",,,0","127",",,,0","5.77","5,0","12.88","2,,,0","-1.34","5,,,0","",""
"USC00362942","1995-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","16",",0","6",",0","0",",0","0",",0","0",",0","","","","","0",",0","8",",0","0",",0","","","","","19950430","+,,0","19950430","+,,0","","","19950403",",,0","19950427",",,0","","","0",",,0,30,+","0",",,0,30,+","13.5",",,0,03,","25.6",",0,27,","","","","","","","","","55.0",",,,0","0",",,,0","","","16.10",",,,0","","","",""
"USC00362942","1995-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","13.5","1,0","15",",0","11",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","20",",0","0",",0","","","19950507","+,1,0","19950531","+,,0","19950531","+,,0","","","19950524",",,0","19950524","+,,0","0.6","1,0,07,+","0",",,0,31,+","0",",,0,31,+","16.8",",,0,24,","30.0",",0,24,+","120.2","5,,,0","","","96.0",",0","","","100.9",",,,0","0",",,,0","15.43","1,0","22.72",",,,0","8.14","1,,,0","",""
"USC00362942","1995-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","105.9","1,0","13","1,0","8","1,0","1","1,0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","3",",0","","","19950612",",1,0","19950630","+,,0","19950630","+,,0","","","19950607",",1,0","19950621","+,,0","7.8","1,0,12,","0",",,0,30,+","0",",,0,30,+","25.9","1,,0,07,","33.3",",0,21,+","149.0","2,,,0","","","5.3",",0","","","108.2","1,,,0","0",",,,0","21.78","1,0","28.60",",,,0","14.96","1,,,0","",""
"USC00362942","1995-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","140.7","4,0","11",",0","9",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","30",",0","10",",0","","","19950708","+,4,0","19950731","+,,0","19950731","+,,0","","","19950716",",,0","19950716",",,0","9.4","4,0,08,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,16,","37.8",",0,16,","151.2","2,,,0","5.0","0","5.0",",0","","","88.8",",,,0","0",",,,0","23.64","4,0","30.65",",,,0","16.63","4,,,0","",""
"USC00362942","1995-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","172.2","2,0","8",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","19",",0","","","19950825",",2,0","19950831","+,,0","19950831","+,,0","","","19950805",",,0","19950815",",,0","10.6","2,0,25,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,05,","36.7",",0,15,","154.5","1,,,0","5.0","0","0.0",",0","","","64.2",",,,0","0",",,,0","24.31","2,0","31.70",",,,0","16.92","2,,,0","",""
"USC00362942","1995-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","17.2","3,0","9",",0","4",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","25",",0","1",",0","","","19950924","+,3,0","19950930","+,,0","19950930","+,,0","","","19950912",",,0","19950906",",,0","1.1","3,0,24,+","0",",,0,30,+","0",",,0,30,+","21.1",",,0,12,","32.2",",0,06,","129.1","2,,,0","76.3","0","71.3",",0","","","53.4",",,,0","0",",,,0","16.47","3,0","24.74",",,,0","8.19","3,,,0","",""
"USC00362942","1995-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","2.2","3,0","13","1,0","7","1,0","1","1,0","0",",0","0",",0","0","3,0","3","3,0","0",",0","15",",0","0",",0","","","19951025","+,3,0","19951031","+,,0","19951031","+,,0","","","19951014",",1,0","19951006",",,0","-1.7","3,0,25,+","0",",,0,31,+","0",",,0,31,+","25.9","1,,0,14,","27.8",",0,06,","","","226.0","0","149.7",",0","","","81.9","1,,,0","0",",,,0","13.05","3,0","20.51",",,,0","5.59","3,,,0","",""
"USC00362942","1995-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","4,0","15",",0","4",",0","0",",0","","","","","0","4,0","25","4,0","12","1,0","0","1,0","0","1,0","","","19951229",",4,0","","","","","","","19951219",",,0","19951203","+,1,0","-16.7","4,0,29,","","","","","15.7",",,0,19,","14.4","1,0,03,+","","","","","557.0","1,0","","","43.7",",,,0","","","-2.29","4,0","2.18","1,,,0","-6.77","4,,,0","",""
"USC00362942","1996-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","0.0","0","0.0","5,0","16",",0","9",",0","1",",0","20",",0","5",",0","2","4,0","24","4,0","15","1,0","0","1,0","0","1,0","","","19960131","+,4,0","19960112","+,,0","19960107",",,0","","","19960118",",,0","19960118",",1,0","-17.8","4,0,31,+","330",",,0,12,+","305",",,0,07,","29.0",",,0,18,","16.7","1,0,18,","","","","","546.8","1,0","","","86.1",",,,0","482",",,,0","-3.09","5,0","2.33","1,,,0","-8.51","4,,,0","",""
"USC00362942","1996-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","13",",0","6",",0","0",",0","14",",0","2",",0","","","","","11",",0","0",",0","0",",0","","","","","19960219","+,,0","19960213",",,0","","","19960227",",,0","19960225",",,0","","","102",",,0,19,+","84",",,0,13,","19.6",",,0,27,","18.9",",0,25,","","","","","","","","","60.9",",,,0","148",",,,0","","","4.27",",,,0","","","",""
"USC00362942","1996-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","0.0","3,0","13",",0","7",",0","1",",0","9",",0","3",",0","1","3,0","24","3,0","4",",0","2",",0","0",",0","","","19960309",",3,0","19960309","+,,0","19960307",",,0","","","19960319",",,0","19960331",",,0","-18.9","3,0,09,","102",",,0,09,+","102",",,0,07,","41.4",",,0,19,","22.2",",0,31,","","","","","465.7",",0","","","87.3",",,,0","178",",,,0","1.76","3,0","7.90",",,,0","-4.37","3,,,0","",""
"USC00362942","1996-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","13","3,0","7","3,0","0","3,0","1","3,0","1","3,0","","","","","0",",0","12",",0","0",",0","","","","","19960408",",3,0","19960408",",3,0","","","19960429",",3,0","19960422",",,0","","","25","3,,0,08,","25","3,,0,08,","16.5","3,,0,29,","28.9",",0,22,","","","","","","","","","81.0","3,,,0","25","3,,,0","","","17.19",",,,0","","","",""
"USC00362942","1996-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","","","","","15","1,0","11","1,0","0","1,0","0",",0","0",",0","","","","","0",",0","16",",0","3",",0","","","","","19960531","+,,0","19960531","+,,0","","","19960509",",1,0","19960519",",,0","","","0",",,0,31,+","0",",,0,31,+","19.8","1,,0,09,","33.3",",0,19,","","","","","","","","","98.7","1,,,0","0",",,,0","","","21.03",",,,0","","","",""
