"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00116344","2011-07","40.1101","-87.9567","205.7","OGDEN, IL US","1.1",",7","413.2","7","235.5",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","11",",7","30","","20110715","+,,7","20110731","+,,7","20110731","+,,7","1","","20110725",",,7","20110722",",,7","16.1",",7,15,+","0",",,7,31,+","0",",,7,31,+","8.4",",,7,25,","36.1",",7,22,","129.5",",,,7","0.0","7","  27.8",",,,7,3,2","  27.2","1,,,7,5,2","0.0",",7","  32.8",",,,7,3,2","  30.0",",,,7,5,2","  21.1",",,,7,3,2","  21.7","1,,,7,5,2","  23.9",",,,7,3,2","  24.4",",,,7,5,2","  24.4",",,,7,3,2","  24.7","1,,,7,5,2","  29.2",",,,7,3,2","  27.8",",,,7,5,2","26.2",",,,7","0",",,,7","25.93",",7","30.86",",,,7","21.00",",,,7","16",",7","60.4",",7"
"USC00116344","2011-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.2",",7","556.5","7","143.3",",7","7",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","4",",7","25","","20110817",",,7","20110831","+,,7","20110831","+,,7","2","","20110824",",,7","20110825","+,,7","13.3",",7,17,","0",",,7,31,+","0",",,7,31,+","21.6",",,7,24,","32.8",",7,25,+","122.2",",,,7","0.0","7","  26.7",",,,7,3,2","  26.7",",,,7,5,2","0.0",",7","  31.1",",,,7,3,2","  29.4",",,,7,5,2","  20.0",",,,7,3,2","  20.0",",,,7,5,2","  22.8",",,,7,3,2","  22.2",",,,7,5,2","  22.5",",,,7,3,2","  22.8",",,,7,5,2","  26.5",",,,7,3,2","  25.6",",,,7,5,2","35.2",",,,7","0",",,,7","22.96",",7","28.94",",,,7","16.97",",,,7","315",",7","18.3",",7"
"USC00116344","2011-09","40.1101","-87.9567","205.7","OGDEN, IL US","2.3",",7","603.7","7","47.2",",7","15",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","4",",7","23","","20110916","+,,7","20110930","+,,7","20110930","+,,7","","","20110926",",,7","20110902",",,7","5.6",",7,16,+","0",",,7,30,+","0",",,7,30,+","21.6",",,7,26,","36.7",",7,02,","67.6",",,,7","76.7","7","  23.3",",,,7,3,2","  23.3",",,,7,5,2","76.7",",7","  27.8",",,,7,3,2","  26.1",",,,7,5,2","  13.3",",,,7,3,2","  13.9",",,,7,5,2","  15.0",",,,7,3,2","  15.6",",,,7,5,2","  16.6",",,,7,3,2","  17.4",",,,7,5,2","  19.5",",,,7,3,2","  19.9",",,,7,5,2","91.0",",,,7","0",",,,7","17.35",",7","22.63",",,,7","12.07",",,,7","292",",7","16.5",",7"
"USC00116344","2011-10","40.1101","-87.9567","205.7","OGDEN, IL US","2.5",",7","610.8","7","7.1",",7","10",",7","5",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","11",",7","0",",7","11","","20111030","+,,7","20111031","+,,7","20111031","+,,7","","","20111020",",,7","20111008",",,7","0.0",",7,30,+","0",",,7,31,+","0",",,7,31,+","27.7",",,7,20,","28.9",",7,08,","71.0",",,,7","263.5","7","  15.0",",,,7,3,2","  15.0",",,,7,5,2","186.8",",7","  18.3",",,,7,3,2","  17.2",",,,7,5,2","   6.7",",,,7,3,2","   7.2",",,,7,5,2","   8.9",",,,7,3,2","   8.9",",,,7,5,2","  11.1",",,,7,3,2","  11.6",",,,7,5,2","  13.5",",,,7,3,2","  13.6",",,,7,5,2","54.1",",,,7","0",",,,7","12.54",",7","19.09",",,,7","5.98",",,,7","315",",7","17.9",",7"
"USC00116344","2011-11","40.1101","-87.9567","205.7","OGDEN, IL US","4.9",",7","610.8","7","0.0",",7","13",",7","12",",7","2",",7","0",",7","0",",7","0",",7","9",",7","0",",7","4",",7","0",",7","19","","20111130","+,,7","20111130","+,,7","20111111",",,7","","","20111104",",,7","20111115","+,,7","-3.3",",7,30,+","0",",,7,30,+","0",",T,7,11,","28.7",",,7,04,","21.7",",7,15,+","41.4",",,,7","583.7","7","  10.6",",,,7,3,2","  10.6","1,,,7,5,2","320.2",",7","  12.2",",,,7,3,2","  12.2","1,,,7,5,2","   2.8",",,,7,3,2","   0.6","1,,,7,5,2","   5.0",",,,7,3,2","   5.0","1,,,7,5,2","   6.6",",,,7,3,2","   6.9","1,,,7,5,2","   8.6",",,,7,3,2","   8.9","1,,,7,5,2","136.1",",,,7","0",",T,,7","7.66",",7","12.61",",,,7","2.71",",,,7","247",",7","19.2",",7"
"USC00116344","2011-12","40.1101","-87.9567","205.7","OGDEN, IL US","3.6","1,7","610.8","7","0.0","1,7","15","1,7","10","1,7","0","1,7","1","1,7","1","1,7","0","1,7","21","1,7","2","1,7","0","1,7","0","1,7","16","","20111211",",1,7","20111227",",1,7","20111228",",1,7","","","20111215",",1,7","20111216","+,1,7","-10.6","1,7,11,","25","1,,7,27,","36","1,,7,28,","20.6","1,,7,15,","14.4","1,7,16,+","0.0","1,,,7","1069.5","7","   4.4","1,,,7,3,2","   5.6","1,,,7,5,2","485.8","1,7","   8.3","1,,,7,3,2","   7.8","1,,,7,5,2","   0.0","1,,,7,3,2","   0.6","1,,,7,5,2","   0.0","1,,,7,3,2","   0.6","1,,,7,5,2","   1.9","1,,,7,3,2","   2.5","1,,,7,5,2","   3.5","1,,,7,3,2","   3.8","1,,,7,5,2","81.8","1,,,7","75","1,,,7","2.14","1,7","6.31","1,,,7","-2.03","1,,,7","270","1,7","17.4","1,7"
"USC00116344","2012-01","40.1101","-87.9567","205.7","OGDEN, IL US","5.3",",7","0.0","7","0.0",",7","12",",7","7",",7","1",",7","6",",7","1",",7","0",",7","27",",7","9",",7","0",",7","0",",7","17","","20120120","+,,7","20120115","+,,7","20120113",",,7","","","20120117",",,7","20120107",",,7","-13.9",",7,20,+","76",",,7,15,+","74",",,7,13,","41.1",",,7,17,","15.6",",7,07,","0.0",",,,7","1643.5","7","   3.9",",,,7,3,2","   3.3",",,,7,5,2","574.0",",7","   6.1",",,,7,3,2","   7.8","1,,,7,5,2","  -1.1",",,,7,3,2","  -1.1",",,,7,5,2","  -1.1",",,,7,3,2","   0.0","1,,,7,5,2","   0.1",",,,7,3,2","   0.5",",,,7,5,2","   1.2",",,,7,3,2","   1.6","1,,,7,5,2","100.7",",,,7","139",",,,7","-0.18",",7","4.93",",,,7","-5.29",",,,7","292",",7","21.0",",7"
"USC00116344","2012-02","40.1101","-87.9567","205.7","OGDEN, IL US","4.0",",7","0.0","7","0.0",",7","12",",7","3",",7","0",",7","2",",7","1",",7","0",",7","26",",7","2",",7","0",",7","0",",7","19","","20120212",",,7","20120214","+,,7","20120214",",,7","","","20120204",",,7","20120201",",,7","-11.7",",7,12,","25",",,7,14,+","28",",,7,14,","5.1",",,7,04,","15.6",",7,01,","0.0",",,,7","2123.1","7","   2.8",",,,7,3,2","   3.9","1,,,7,5,2","479.6",",7","   9.4",",,,7,3,2","   5.0",",,,7,5,2","  -1.1",",,,7,3,2","  -0.6","1,,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","   0.8",",,,7,3,2","   1.1","1,,,7,5,2","   2.5",",,,7,3,2","   2.3",",,,7,5,2","24.2",",,,7","72",",,,7","1.80",",7","6.91",",,,7","-3.32",",,,7","270",",7","19.2",",7"
"USC00116344","2012-03","40.1101","-87.9567","205.7","OGDEN, IL US","4.8",",7","23.7","7","23.7",",7","12",",7","5",",7","0",",7","0",",7","0",",7","0",",7","8",",7","0",",7","16",",7","0",",7","18","","20120306",",,7","20120305",",,7","20120305",",,7","","","20120303",",,7","20120322",",,7","-6.1",",7,06,","0",",T,7,05,","13",",,7,05,","10.4",",,7,03,","30.0",",7,22,","51.6",",,,7","2310.6","7","  15.6",",,,7,3,2","  15.0",",,,7,5,2","187.5",",7","  20.6",",,,7,3,2","  17.8",",,,7,5,2","   0.6",",,,7,3,2","   1.1",",,,7,5,2","   2.8",",,,7,3,2","   2.8",",,,7,5,2","   8.1",",,,7,3,2","   8.5",",,,7,5,2","  12.0",",,,7,3,2","  11.1",",,,7,5,2","40.7",",,,7","13",",,,7","13.05",",7","20.09",",,,7","6.00",",,,7","247",",7","24.1",",7"
"USC00116344","2012-04","40.1101","-87.9567","205.7","OGDEN, IL US","4.1",",7","29.0","7","5.3",",7","11",",7","6",",7","0",",7","0",",7","0",",7","0",",7","3",",7","0",",7","9",",7","0",",7","18","","20120412",",,7","20120430","+,,7","20120430","+,,7","1","","20120416","+,,7","20120404",",,7","-2.2",",7,12,","0",",,7,30,+","0",",,7,30,+","10.2",",,7,16,+","30.6",",7,04,","92.3",",,,7","2493.2","7","  13.3",",,,7,3,2","  13.9",",,,7,5,2","182.6",",7","  20.0",",,,7,3,2","  17.8",",,,7,5,2","   6.7",",,,7,3,2","   7.8",",,,7,5,2","  12.8",",,,7,3,2","  11.1",",,,7,5,2","  10.0",",,,7,3,2","  10.9",",,,7,5,2","  16.3",",,,7,3,2","  14.2",",,,7,5,2","47.4",",,,7","0",",,,7","12.42",",7","19.28",",,,7","5.57",",,,7","247",",7","19.2",",7"
"USC00116344","2012-05","40.1101","-87.9567","205.7","OGDEN, IL US","3.7",",7","108.0","7","79.0",",7","8",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","5",",7","21","","20120511","+,,7","20120531","+,,7","20120521","+,,7","2","","20120502",",,7","20120528",",,7","6.7",",7,11,+","0",",,7,31,+","0",",T,7,21,+","34.5",",,7,02,","34.4",",7,28,","126.0",",,,7","2521.5","7","  23.3",",,,7,3,2","  22.2",",,,7,5,2","28.3",",7","  32.2",",,,7,3,2","  26.7",",,,7,5,2","  11.7",",,,7,3,2","  12.2",",,,7,5,2","  16.7",",,,7,3,2","  15.6",",,,7,5,2","  17.1",",,,7,3,2","  17.3",",,,7,5,2","  24.8",",,,7,3,2","  21.3",",,,7,5,2","89.7",",,,7","0",",T,,7","19.97",",7","26.57",",,,7","13.36",",,,7","67",",7","19.7",",7"
"USC00116344","2012-06","40.1101","-87.9567","205.7","OGDEN, IL US","3.5",",7","220.8","7","112.8",",7","7",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","6",",7","21","","20120603","+,,7","20120630","+,,7","20120630","+,,7","","","20120617",",,7","20120629",",,7","9.4",",7,03,+","0",",,7,30,+","0",",,7,30,+","13.7",",,7,17,","36.7",",7,29,","114.6",",,,7","2537.9","7","  25.0",",,,7,3,2","  25.0",",,,7,5,2","16.4",",7","  32.2",",,,7,3,2","  30.0",",,,7,5,2","  11.7",",,,7,3,2","  14.4",",,,7,5,2","  15.6",",,,7,3,2","  17.2",",,,7,5,2","  19.0",",,,7,3,2","  19.5",",,,7,5,2","  27.2",",,,7,3,2","  24.6",",,,7,5,2","42.9",",,,7","0",",,,7","21.55",",7","27.96",",,,7","15.13",",,,7","292",",7","15.6",",7"
"USC00116344","2012-07","40.1101","-87.9567","205.7","OGDEN, IL US","2.4",",7","475.0","7","254.2",",7","6",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","15",",7","24","","20120722","+,,7","20120731","+,,7","20120731","+,,7","","","20120715",",,7","20120708","+,,7","16.7",",7,22,+","0",",,7,31,+","0",",,7,31,+","33.8",",,7,15,","37.8",",7,08,+","117.8",",,,7","0.0","7","  27.8",",,,7,3,2","  27.2",",,,7,5,2","0.0",",7","  35.6",",,,7,3,2","  32.8",",,,7,5,2","  20.6",",,,7,3,2","  22.8",",,,7,5,2","  26.7",",,,7,3,2","  27.2",",,,7,5,2","  24.1",",,,7,3,2","  24.8",",,,7,5,2","  31.8",",,,7,3,2","  30.0",",,,7,5,2","44.7",",,,7","0",",,,7","26.53",",7","32.68",",,,7","20.38",",,,7","22",",7","15.2",",7"
"USC00116344","2012-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.9",",7","594.4","7","119.4",",7","10",",7","6",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","6",",7","24","","20120821","+,,7","20120831","+,,7","20120805",",,7","3","","20120827",",,7","20120805","+,,7","11.7",",7,21,+","0",",,7,31,+","0",",T,7,05,","48.3",",,7,27,","34.4",",7,05,+","89.7",",,,7","2.6","7","  25.0",",,,7,3,2","  25.6",",,,7,5,2","2.6",",7","  32.2",",,,7,3,2","  30.6",",,,7,5,2","  15.6",",,,7,3,2","  17.8",",,,7,5,2","  21.1",",,,7,3,2","  21.7",",,,7,5,2","  19.7",",,,7,3,2","  21.0",",,,7,5,2","  27.1",",,,7,3,2","  26.0",",,,7,5,2","131.7",",,,7","0",",T,,7","22.10",",7","28.37",",,,7","15.84",",,,7","337",",7","21.5",",7"
"USC00116344","2012-09","40.1101","-87.9567","205.7","OGDEN, IL US","2.4",",7","636.3","7","41.9",",7","11",",7","10",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","0",",7","28","","20120925","+,,7","20120930","+,,7","20120930","+,,7","2","","20120902",",,7","20120907","+,,7","3.3",",7,25,+","0",",,7,30,+","0",",,7,30,+","79.8",",,7,02,","29.4",",7,07,+","51.7",",,,7","67.2","7","  21.7",",,,7,3,2","  22.8",",,,7,5,2","64.6",",7","  26.7",",,,7,3,2","  26.7",",,,7,5,2","   8.3",",,,7,3,2","   8.9",",,,7,5,2","  13.9",",,,7,3,2","  16.1",",,,7,5,2","  15.1",",,,7,3,2","  17.0",",,,7,5,2","  20.4",",,,7,3,2","  20.9",",,,7,5,2","169.5",",,,7","0",",,,7","17.58",",7","23.05",",,,7","12.10",",,,7","292",",7","17.4",",7"
"USC00116344","2012-10","40.1101","-87.9567","205.7","OGDEN, IL US","4.4",",7","637.4","7","1.1",",7","14",",7","11",",7","1",",7","0","1,7","0",",7","0",",7","3",",7","0",",7","5",",7","0",",7","23","","20121009","+,,7","20121031","+,1,7","20121031","+,,7","","","20121018",",,7","20121005",",,7","-0.6",",7,09,+","0","1,,7,31,+","0",",,7,31,+","25.7",",,7,18,","26.7",",7,05,","37.3",",,,7","297.2","7","  13.3","1,,,7,3,2","  14.4","1,,,7,5,2","230.0",",7","  17.2","2,,,7,3,2","  18.9","1,,,7,5,2","   5.0","1,,,7,3,2","   6.7","1,,,7,5,2","   7.2","2,,,7,3,2","   7.8","1,,,7,5,2","   9.3","1,,,7,3,2","  10.6","1,,,7,5,2","  12.1","2,,,7,3,2","  13.3","1,,,7,5,2","120.0",",,,7","0",",,,7","10.95",",7","16.22",",,,7","5.68",",,,7","247",",7","19.2",",7"
"USC00116344","2012-11","40.1101","-87.9567","205.7","OGDEN, IL US","3.5",",7","637.4","7","0.0",",7","5",",7","4",",7","0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","1",",7","0",",7","20","","20121128",",,7","20121130","+,,7","20121127","+,,7","","","20121112",",,7","20121111",",,7","-6.7",",7,28,","0",",,7,30,+","3",",,7,27,+","17.5",",,7,12,","22.8",",7,11,","0.0",",,,7","699.9","7","   8.3",",,,7,3,2","   9.4","1,,,7,5,2","402.7",",7","  10.6",",,,7,3,2","  11.1","1,,,7,5,2","  -1.1",",,,7,3,2","   0.6","1,,,7,5,2","   1.1",",,,7,3,2","   2.8","1,,,7,5,2","   3.4",",,,7,3,2","   4.5","1,,,7,5,2","   6.1",",,,7,3,2","   6.8","1,,,7,5,2","27.3",",,,7","6",",,,7","4.91",",7","10.76",",,,7","-0.94",",,,7","157",",7","21.9",",7"
"USC00116344","2012-12","40.1101","-87.9567","205.7","OGDEN, IL US","4.5",",7","637.4","7","0.0",",7","13",",7","7",",7","0",",7","1",",7","0",",7","0",",7","19",",7","4",",7","1",",7","0",",7","24","","20121223",",,7","20121221",",,7","20121227",",,7","","","20121220",",,7","20121204",",,7","-10.0",",7,23,","25",",,7,21,","23",",,7,27,","22.6",",,7,20,","22.2",",7,04,","0.0",",,,7","1174.8","7","   8.3",",,,7,3,2","   9.4",",,,7,5,2","474.9",",7","  11.1",",,,7,3,2","  11.1",",,,7,5,2","  -1.1",",,,7,3,2","   0.0",",,,7,5,2","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","   1.9",",,,7,3,2","   3.1",",,,7,5,2","   3.8",",,,7,3,2","   4.6",",,,7,5,2","69.6",",,,7","44",",,,7","3.01",",7","7.08",",,,7","-1.06",",,,7","270",",7","26.4",",7"
"USC00116344","2013-01","40.1101","-87.9567","205.7","OGDEN, IL US","4.9",",7","0.0","7","0.0",",7","10",",7","5",",7","2",",7","1",",7","1",",7","0",",7","28",",7","11",",7","0",",7","0",",7","18","","20130123",",,7","20130101",",,7","20130101",",,7","","","20130130",",,7","20130130",",,7","-15.6",",7,23,","25",",,7,01,","36",",,7,01,","28.7",",,7,30,","16.1",",7,30,","0.0",",,,7","1796.5","7","   2.2",",,,7,3,2","   3.3",",,,7,5,2","621.7",",7","   6.1",",,,7,3,2","   6.1",",,,7,5,2","  -5.0",",,,7,3,2","  -2.8",",,,7,5,2","  -3.9",",,,7,3,2","  -1.7",",,,7,5,2","  -2.2",",,,7,3,2","  -0.9",",,,7,5,2","  -0.4",",,,7,3,2","   0.2",",,,7,5,2","75.5",",,,7","73",",,,7","-1.72",",7","3.42",",,,7","-6.87",",,,7","225",",7","19.2",",7"
"USC00116344","2013-02","40.1101","-87.9567","205.7","OGDEN, IL US","5.3",",7","0.0","7","0.0",",7","13",",7","7",",7","1",",7","6","1,7","2",",7","0",",7","26",",7","9",",7","0",",7","0",",7","22","","20130202",",,7","20130222",",1,7","20130222",",,7","","","20130227",",,7","20130208",",,7","-15.0",",7,02,","76","1,,7,22,","81",",,7,22,","27.2",",,7,27,","12.8",",7,08,","0.0",",,,7","2352.5","7","   0.0",",,,7,3,2","   1.1",",,,7,5,2","556.0",",7","   3.9",",,,7,3,2","   3.9",",,,7,5,2","  -6.1",",,,7,3,2","  -1.1",",,,7,5,2","  -3.3",",,,7,3,2","  -1.1",",,,7,5,2","  -2.2",",,,7,3,2","  -0.3",",,,7,5,2","  -0.2",",,,7,3,2","   0.5",",,,7,5,2","71.3",",,,7","183",",,,7","-1.52",",7","2.80",",,,7","-5.85",",,,7","270",",7","18.8",",7"
"USC00116344","2013-03","40.1101","-87.9567","205.7","OGDEN, IL US","4.9",",7","0.0","7","0.0",",7","15",",7","3",",7","0",",7","7",",7","2",",7","0",",7","28",",7","4",",7","0",",7","0",",7","19","","20130322",",,7","20130325",",,7","20130325",",,7","","","20130325",",,7","20130311",",,7","-10.0",",7,22,","279",",,7,25,","279",",,7,25,","21.1",",,7,25,","15.6",",7,11,","0.0",",,,7","2880.3","7","   2.8",",,,7,3,2","   2.8",",,,7,5,2","527.8",",7","   8.9",",,,7,3,2","   6.1",",,,7,5,2","  -1.7",",,,7,3,2","  -0.6",",,,7,5,2","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","  -0.3",",,,7,3,2","   0.6",",,,7,5,2","   2.4",",,,7,3,2","   2.1",",,,7,5,2","41.0",",,,7","437",",,,7","1.31",",7","5.61",",,,7","-3.00",",,,7","270",",7","17.9",",7"
"USC00116344","2013-04","40.1101","-87.9567","205.7","OGDEN, IL US","4.8",",7","2.5","7","2.5",",7","14",",7","9",",7","2",",7","0",",7","0",",7","0",",7","6",",7","0",",7","8",",7","0",",7","21","","20130404","+,,7","20130430","+,,7","20130425","+,,7","","","20130419",",,7","20130410",",,7","-4.4",",7,04,+","0",",,7,30,+","0",",T,7,25,+","66.8",",,7,19,","25.6",",7,10,","74.1",",,,7","3128.3","7","  10.6",",,,7,3,2","  11.1",",,,7,5,2","248.0",",7","  17.2",",,,7,3,2","  15.0",",,,7,5,2","   1.1",",,,7,3,2","   1.7",",,,7,5,2","   5.0",",,,7,3,2","   5.6",",,,7,5,2","   6.0",",,,7,3,2","   7.3",",,,7,5,2","  11.0",",,,7,3,2","  10.5",",,,7,5,2","194.4",",,,7","0",",T,,7","10.15",",7","16.22",",,,7","4.09",",,,7","180",",7","20.6",",7"
"USC00116344","2013-05","40.1101","-87.9567","205.7","OGDEN, IL US","4.1",",7","63.1","7","60.6",",7","14",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","22","","20130514","+,,7","20130531","+,,7","20130531","+,,7","3","","20130510",",,7","20130521","+,,7","3.3",",7,14,+","0",",,7,31,+","0",",,7,31,+","22.4",",,7,10,","31.1",",7,21,+","89.7",",,,7","3194.9","7","  18.9",",,,7,3,2","  20.6",",,,7,5,2","66.6",",7","  25.6",",,,7,3,2","  25.6",",,,7,5,2","   8.3",",,,7,3,2","  10.0",",,,7,5,2","  14.4",",,,7,3,2","  15.0",",,,7,5,2","  13.4",",,,7,3,2","  15.0",",,,7,5,2","  19.7",",,,7,3,2","  19.7",",,,7,5,2","89.5",",,,7","0",",,,7","18.14",",7","24.00",",,,7","12.27",",,,7","180",",7","21.0",",7"
"USC00116344","2013-06","40.1101","-87.9567","205.7","OGDEN, IL US","3.8",",7","171.5","7","108.4",",7","14",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","1",",7","28","","20130604",",,7","20130630","+,,7","20130630","+,,7","2","","20130601",",,7","20130613",",,7","9.4",",7,04,","0",",,7,30,+","0",",,7,30,+","31.0",",,7,01,","34.4",",7,13,","102.9",",,,7","3206.6","7","  21.1",",,,7,3,2","  22.8",",,,7,5,2","11.7",",7","  30.6",",,,7,3,2","  27.8",",,,7,5,2","  12.8",",,,7,3,2","  15.6",",,,7,5,2","  17.2",",,,7,3,2","  20.0",",,,7,5,2","  18.1",",,,7,3,2","  19.6",",,,7,5,2","  26.2",",,,7,3,2","  24.8",",,,7,5,2","124.3",",,,7","0",",,,7","21.56",",7","26.67",",,,7","16.44",",,,7","270",",7","19.7",",7"
"USC00116344","2013-07","40.1101","-87.9567","205.7","OGDEN, IL US","2.4",",7","282.5","7","111.0",",7","13",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","1",",7","27","","20130729",",,7","20130731","+,,7","20130731","+,,7","1","","20130711",",,7","20130720",",,7","10.0",",7,29,","0",",,7,31,+","0",",,7,31,+","33.0",",,7,11,","32.2",",7,20,","83.8",",,,7","6.6","7","  24.4",",,,7,3,2","  25.6",",,,7,5,2","6.6",",7","  33.9",",,,7,3,2","  31.7",",,,7,5,2","  15.6",",,,7,3,2","  18.3",",,,7,5,2","  18.9",",,,7,3,2","  20.6",",,,7,5,2","  19.3",",,,7,3,2","  21.5",",,,7,5,2","  26.5",",,,7,3,2","  26.2",",,,7,5,2","70.1",",,,7","0",",,,7","21.70",",7","26.16",",,,7","17.24",",,,7","270",",7","26.8",",7"
"USC00116344","2013-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.8",",7","396.5","7","114.0",",7","3",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","2",",7","27","","20130815",",,7","20130831","+,,7","20130831","+,,7","","","20130803",",,7","20130831","+,,7","10.0",",7,15,","0",",,7,31,+","0",",,7,31,+","13.5",",,7,03,","33.3",",7,31,+","88.9",",,,7","12.7","7","  21.7",",,,7,3,2","  23.9",",,,7,5,2","6.1",",7","  31.7",",,,7,3,2","  27.8",",,,7,5,2","  16.1",",,,7,3,2","  18.9",",,,7,5,2","  22.2",",,,7,3,2","  22.2",",,,7,5,2","  19.0",",,,7,3,2","  21.2",",,,7,5,2","  27.2",",,,7,3,2","  25.1",",,,7,5,2","15.3",",,,7","0",",,,7","21.81",",7","27.07",",,,7","16.55",",,,7","67",",7","13.4",",7"
"USC00116344","2013-09","40.1101","-87.9567","205.7","OGDEN, IL US","2.3",",7","475.5","7","79.0",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","4",",7","29","","20130923",",,7","20130930","+,,7","20130901",",,7","2","","20130901",",,7","20130901",",,7","7.8",",7,23,","0",",,7,30,+","0",",T,7,01,","21.1",",,7,01,","33.9",",7,01,","63.7",",,,7","42.7","7","  20.6",",,,7,3,2","  23.3",",,,7,5,2","30.0",",7","  30.0",",,,7,3,2","  27.8",",,,7,5,2","  11.7",",,,7,3,2","  15.6",",,,7,5,2","  17.8",",,,7,3,2","  18.9",",,,7,5,2","  16.0",",,,7,3,2","  19.1",",,,7,5,2","  23.5",",,,7,3,2","  22.5",",,,7,5,2","47.5",",,,7","0",",T,,7","19.97",",7","26.07",",,,7","13.86",",,,7","270",",7","18.8",",7"
"USC00116344","2013-10","40.1101","-87.9567","205.7","OGDEN, IL US","3.1",",7","493.8","7","18.3",",7","12",",7","6",",7","0",",7","0",",7","0",",7","0",",7","7",",7","0",",7","11",",7","0",",7","29","","20131026",",,7","20131031","+,,7","20131025","+,,7","1","","20131006",",,7","20131005",",,7","-3.3",",7,26,","0",",,7,31,+","0",",T,7,25,+","24.4",",,7,06,","28.3",",7,05,","45.1",",,,7","242.4","7","  16.7",",,,7,3,2","  20.0",",,,7,5,2","199.7",",7","  26.1",",,,7,3,2","  21.7",",,,7,5,2","   0.0",",,,7,3,2","   5.6",",,,7,5,2","   5.0",",,,7,3,2","   7.8",",,,7,5,2","   8.6",",,,7,3,2","  12.3",",,,7,5,2","  13.3",",,,7,3,2","  14.4",",,,7,5,2","77.3",",,,7","0",",T,,7","12.48",",7","18.01",",,,7","6.95",",,,7","292",",7","21.0",",7"
