"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014755","1983-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","14",",0","8",",0","2",",0","28",",0","7",",0","10",",0","28",",0","27",",0","0",",0","0",",0","21","","21","","19830210",",,0","19830220","+,,0","19830207",",,0","","","19830203",",,0","19830203",",,0","-27.8",",0,10,","127",",,0,20,+","191",",,0,07,","73.9",",,0,03,","1.1",",0,03,","4961.5","0","846.9",",0","144.2",",,,0","52.8",",X","526",",,,0","-11.91",",0","-8.30",",,,0","-15.53",",,,0","9510",",X","","","315",",X","","","","","55.5",",X","",""
"USW00014755","1983-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","22",",0","16",",0","3",",0","29","2,0","11","1,0","8",",0","31",",0","24",",0","0",",0","0",",0","28","","28","","19830324",",,0","19830328",",2,0","19830329",",1,0","","","19830319",",,0","19830319",",,0","-26.7",",0,24,","305","2,,0,28,","142","1,,0,29,","71.6",",,0,19,","3.3",",0,19,","5772.9","0","811.4",",0","260.6",",,,0","34.6",",X","918","1,,,0","-7.84",",0","-3.56",",,,0","-12.12",",,,0","7866",",X","","","315",",X","","","","","60.7",",X","",""
"USW00014755","1983-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","22",",0","16",",0","4",",0","30",",0","10",",0","0",",0","27",",0","19",",0","0",",0","0",",0","25","","25","","19830402",",,0","19830423","+,,0","19830420",",,0","4","","19830411",",,0","19830428",",,0","-12.8",",0,02,","381",",,0,23,+","221",",,0,20,","30.7",",,0,11,","7.2",",0,28,","6430.5","0","657.6",",0","272.3",",,,0","34.6",",X","997",",,,0","-3.59",",0","-0.27",",,,0","-6.90",",,,0","8508",",X","","","90",",X","","","","","54.0",",X","",""
"USW00014755","1983-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","24",",0","20",",0","3",",0","7",",0","3",",0","0",",0","22",",0","7",",0","0",",0","0",",0","29","","29","","19830517",",,0","19830501",",,0","19830527",",,0","4","","19830530",",,0","19830523","+,,0","-11.1",",0,17,","127",",,0,01,","74",",,0,27,","32.0",",,0,30,","8.9",",0,23,+","6983.2","0","552.7",",0","290.3",",,,0","24.8",",X","209",",,,0","0.50",",0","3.84",",,,0","-2.83",",,,0","7386",",X","","","270",",X","","","","","41.6",",X","",""
"USW00014755","1983-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","24","","23","","19830609","+,,0","19830630","+,,0","19830604",",,0","5","","19830627",",,0","19830613",",,0","-5.0",",0,09,+","0",",,0,30,+","0",",T,0,04,","25.4",",,0,27,","18.3",",0,13,","7297.5","0","314.3",",0","91.6",",,,0","49.7",",X","0",",T,,0","7.86",",0","11.13",",,,0","4.58",",,,0","14028",",X","","","315",",X","","","","","39.1",",X","",""
"USW00014755","1983-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","14",",0","14",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","29","","29","","19830710",",,0","19830731","+,,0","19830722",",,0","4","","19830705",",,0","19830704",",,0","-1.1",",0,10,","0",",,0,31,+","0",",T,0,22,","41.4",",,0,05,","20.0",",0,04,","286.7","0","286.7",",0","176.7",",,,0","30.0",",X","0",",T,,0","9.09",",0","11.94",",,,0","6.24",",,,0","8526",",X","","","360",",X","","","","","43.2",",X","",""
"USW00014755","1983-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","17",",0","14",",0","5",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","28","","28","","19830813","+,,0","19830831","+,,0","19830831","+,,0","5","","19830801",",,0","19830816",",,0","-0.6",",0,13,+","0",",,0,31,+","0",",,0,31,+","32.3",",,0,01,","17.2",",0,16,","576.4","0","289.7",",0","262.3",",,,0","39.1",",X","0",",,,0","8.99",",0","12.00",",,,0","5.98",",,,0","10386",",X","","","270",",X","","","","","51.4",",X","",""
"USW00014755","1983-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","12",",0","2",",0","0",",0","0",",0","25","","23","","19830925","+,,0","19830917",",,0","19830917",",,0","","","19830922",",,0","19830906",",,0","-4.4",",0,25,+","0",",T,0,17,","5",",,0,17,","68.1",",,0,22,","16.1",",0,06,","943.6","0","367.2",",0","141.5",",,,0","47.6",",X","8",",,,0","6.09",",0","9.07",",,,0","3.11",",,,0","10896",",X","","","225",",X","","","","","38.6",",X","",""
"USW00014755","1983-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","17",",0","13",",0","1",",0","7",",0","4",",0","0",",0","25",",0","11",",0","0",",0","0",",0","28","","27","","19831030","+,,0","19831031","+,,0","19831029",",,0","","","19831012",",,0","19831013","+,,0","-14.4",",0,30,+","76",",,0,31,+","114",",,0,29,","37.6",",,0,12,","12.2",",0,13,+","1526.3","0","582.7",",0","185.2",",,,0","43.9",",X","288",",,,0","-0.46",",0","3.24",",,,0","-4.17",",,,0","9042",",X","","","315",",X","","","","","54.0",",X","",""
"USW00014755","1983-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","19",",0","18",",0","8",",0","28",",0","11",",0","0",",0","29",",0","16",",0","0",",0","0",",0","28","","27","","19831118",",,0","19831118",",,0","19831116",",,0","1","","19831125","+,,0","19831125","+,,0","-17.2",",0,18,","178",",,0,18,","297",",,0,16,","68.1",",,0,25,+","3.9",",0,25,+","2228.3","0","702.0",",0","497.1",",,,0","27.9",",X","1768",",,,0","-5.07",",0","-1.56",",,,0","-8.57",",,,0","4956",",X","","","315",",X","","","","","73.0",",X","",""
"USW00014755","1983-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","22",",0","19",",0","7",",0","31",",0","15",",0","18",",0","30",",0","27",",0","0",",0","0",",0","29","","29","","19831225",",,0","19831212","+,,0","19831222",",,0","","","19831207",",,0","19831213",",,0","-38.3",",0,25,","229",",,0,12,+","498",",,0,22,","66.8",",,0,07,","5.0",",0,13,","3219.5","0","991.2",",0","441.5",",,,0","22.1",",X","1984",",,,0","-13.64",",0","-8.63",",,,0","-18.65",",,,0","3756",",X","","","270",",X","","","","","72.5",",X","",""
"USW00014755","1984-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","15.2",",X","0.0","0","0.0",",0","21",",0","15",",0","1",",0","31",",0","13",",0","22",",0","31",",0","31",",0","0",",0","0",",0","29","","29","","19840121",",,0","19840131",",,0","19840110",",,0","","","19840110",",,0","19840125",",,0","-33.3",",0,21,","279",",,0,31,","239",",,0,10,","25.9",",,0,10,","-1.1",",0,25,","4269.2","0","1049.7",",0","126.9",",,,0","","","1026",",,,0","-15.53",",0","-11.36",",,,0","-19.69",",,,0","6156",",X","","","270",",X","","","","","56.0",",X","",""
"USW00014755","1984-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","16.5",",X","0.0","0","0.0",",0","19",",0","16",",0","3",",0","29",",0","12",",0","9",",0","29",",0","21",",0","0",",0","0",",0","26","","26","","19840208",",,0","19840207","+,,0","19840228",",,0","","","19840228",",,0","19840215",",,0","-27.2",",0,08,","305",",,0,07,+","401",",,0,28,","85.6",",,0,28,","5.6",",0,15,","5047.0","0","777.8",",0","293.8",",,,0","","","1598",",,,0","-8.49",",0","-4.36",",,,0","-12.61",",,,0","6455",",X","","","90",",X","","","","","57.1",",X","",""
"USW00014755","1984-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","19.0",",X","0.0","0","0.0",",0","20",",0","15",",0","4",",0","31",",0","10",",0","13",",0","30",",0","24",",0","0",",0","0",",0","30","","29","","19840312",",,0","19840320","+,,0","19840313",",,0","","","19840314",",,0","19840316",",,0","-35.6",",0,12,","305",",,0,20,+","241",",,0,13,","39.1",",,0,14,","4.4",",0,16,","6028.9","0","981.9",",0","236.4",",,,0","","","1258",",,,0","-13.34",",0","-9.42",",,,0","-17.26",",,,0","9030",",X","","","315",",X","","","","","60.1",",X","",""
"USW00014755","1984-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.8",",X","0.0","0","0.0",",0","16","1,0","11","1,0","3","1,0","30",",0","7",",0","0",",0","28",",0","18",",0","0",",0","0",",0","24","","24","","19840422","+,,0","19840415","+,,0","19840405",",,0","2","","19840416",",1,0","19840430",",,0","-16.1",",0,22,+","406",",,0,15,+","513",",,0,05,","36.1","1,,0,16,","7.8",",0,30,","6688.9","0","660.0",",0","152.8","1,,,0","","","1052",",,,0","-3.67",",0","-0.42",",,,0","-6.91",",,,0","8472",",X","","","360",",X","","","","","64.8",",X","",""
"USW00014755","1984-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","24",",0","20",",0","7",",0","25",",0","8",",0","0",",0","24",",0","8",",0","0",",0","0",",0","28","","28","","19840502",",,0","19840518","+,,0","19840515",",,0","1","","19840530",",,0","19840526","+,,0","-10.0",",0,02,","381",",,0,18,+","180",",,0,15,","83.3",",,0,30,","12.8",",0,26,+","7256.2","0","567.3",",0","478.2",",,,0","","","667",",,,0","0.03",",0","3.25",",,,0","-3.18",",,,0","6934",",X","","","315",",X","","","","","47.3",",X","",""
"USW00014755","1984-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","14.7",",X","0.0","0","0.0",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","28","","27","","19840616","+,,0","19840630","+,,0","19840603",",,0","3","","19840602",",,0","19840610","+,,0","-2.8",",0,16,+","0",",,0,30,+","0",",T,0,03,","107.4",",,0,02,","16.1",",0,10,+","7598.9","0","342.7",",0","271.8",",,,0","","","0",",T,,0","6.91",",0","10.15",",,,0","3.66",",,,0","9875",",X","","","315",",X","","","","","42.1",",X","",""
"USW00014755","1984-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.7",",X","0.0","0","0.0",",0","11",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30","","30","","19840725",",,0","19840731","+,,0","19840731","+,,0","2","","19840707",",,0","19840715","+,,0","1.1",",0,25,","0",",,0,31,+","0",",,0,31,+","54.9",",,0,07,","16.7",",0,15,+","296.7","0","296.7",",0","216.0",",,,0","","","0",",,,0","8.76",",0","11.40",",,,0","6.13",",,,0","7680",",X","","","270",",X","","","","","39.1",",X","",""
"USW00014755","1984-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","7.9",",X","0.0","0","0.0",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30","","29","","19840821","+,,0","19840831","+,,0","19840831","+,,0","","","19840814",",,0","19840828",",,0","1.7",",0,21,+","0",",,0,31,+","0",",,0,31,+","35.8",",,0,14,","18.3",",0,28,","544.8","0","248.1",",0","121.6",",,,0","","","0",",,,0","10.33",",0","12.99",",,,0","7.67",",,,0","8758",",X","","","225",",X","","","","","27.8",",X","",""
"USW00014755","1984-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","14.1",",X","0.0","0","0.0",",0","10",",0","8",",0","1",",0","2",",0","1",",0","0",",0","18",",0","6",",0","0",",0","0",",0","27","","27","","19840927",",,0","19840917","+,,0","19840915",",,0","2","","19840911",",,0","19840909",",,0","-10.6",",0,27,","25",",,0,17,+","43",",,0,15,","27.4",",,0,11,","13.9",",0,09,","1020.6","0","475.8",",0","113.7",",,,0","","","43",",,,0","2.47",",0","5.74",",,,0","-0.80",",,,0","7061",",X","","","270",",X","","","","","45.7",",X","",""
"USW00014755","1984-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.2",",X","0.0","0","0.0",",0","16",",0","13",",0","1",",0","9",",0","6",",0","0",",0","18",",0","9",",0","0",",0","0",",0","24","","24","","19841006","+,,0","19841006","+,,0","19841004",",,0","","","19841002",",,0","19841012",",,0","-13.9",",0,06,+","152",",,0,06,+","135",",,0,04,","29.2",",,0,02,","12.2",",0,12,","1538.6","0","518.0",",0","143.8",",,,0","","","465",",,,0","1.62",",0","4.67",",,,0","-1.43",",,,0","9481",",X","","","270",",X","","","","","49.3",",X","",""
"USW00014755","1984-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","18.1",",X","0.0","0","0.0","2,0","17",",0","15",",0","3",",0","16",",0","12",",0","5","2,0","27","2,0","17",",0","0",",0","0",",0","24","","24","","19841119",",2,0","19841125","+,,0","19841120",",,0","","","19841129",",,0","19841126",",,0","-21.1","2,0,19,","51",",,0,25,+","155",",,0,20,","61.5",",,0,29,","8.9",",0,26,","2233.5","0","694.9",",0","250.0",",,,0","","","719",",,,0","-6.11","2,0","-1.78",",,,0","-10.45","2,,,0","7076",",X","","","315",",X","","","","","54.0",",X","",""
"USW00014755","1984-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","22.5",",X","0.0","0","0.0",",0","24",",0","19",",0","4",",0","30",",0","15",",0","10",",0","31",",0","24",",0","0",",0","0",",0","30","","30","","19841226",",,0","19841212","+,,0","19841203",",,0","","","19841229",",,0","19841229",",,0","-30.0",",0,26,","203",",,0,12,+","284",",,0,03,","53.6",",,0,29,","5.0",",0,29,","3111.4","0","877.9",",0","328.3",",,,0","","","1580",",,,0","-9.99",",0","-4.92",",,,0","-15.05",",,,0","4019",",X","","","270",",X","","","","","56.5",",X","",""
"USW00014755","1985-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","22.8",",X","0.0","0","0.0",",0","19",",0","15",",0","1",",0","30",",0","15",",0","27",",0","31",",0","29",",0","0",",0","0",",0","30","","30","","19850121",",,0","19850130","+,,0","19850120",",,0","","","19850101",",,0","19850101",",,0","-33.3",",0,21,","203",",,0,30,+","152",",,0,20,","29.7",",,0,01,","2.2",",0,01,","4260.9","0","1149.5",",0","139.2",",,,0","","","1156",",,,0","-18.75",",0","-14.38",",,,0","-23.12",",,,0","5310",",X","","","315",",X","","","","","77.1",",X","",""
"USW00014755","1985-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","20.8",",X","0.0","0","0.0",",0","22",",0","14",",0","4",",0","28",",0","11",",0","15",",0","27",",0","25",",0","0",",0","0",",0","27","","27","","19850208",",,0","19850223","+,,0","19850213",",,0","","","19850213",",,0","19850224",",,0","-33.9",",0,08,","356",",,0,23,+","384",",,0,13,","92.2",",,0,13,","3.3",",0,24,","5164.5","0","903.6",",0","276.2",",,,0","","","1390",",,,0","-13.94",",0","-10.12",",,,0","-17.75",",,,0","5733",",X","","","270",",X","","","","","64.3",",X","",""
"USW00014755","1985-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","21.7",",X","0.0","0","0.0",",0","19",",0","15",",0","4",",0","31",",0","13",",0","11",",0","31",",0","28",",0","0",",0","0",",0","25","","25","","19850304","+,,0","19850315",",,0","19850312",",,0","","","19850312",",,0","19850329","+,,0","-28.3",",0,04,+","381",",,0,15,","424",",,0,12,","77.5",",,0,12,","3.9",",0,29,+","6097.0","0","932.5",",0","323.1",",,,0","","","1815",",,,0","-11.75",",0","-7.24",",,,0","-16.25",",,,0","10577",",X","","","270",",X","","","","","58.6",",X","",""
"USW00014755","1985-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","17.4",",X","0.0","0","0.0",",0","18",",0","15",",0","1",",0","19",",0","9",",0","3",",0","28",",0","16",",0","0",",0","0",",0","27","","26","","19850417",",,0","19850405",",,0","19850409",",,0","2","","19850404",",,0","19850430","+,,0","-22.2",",0,17,","381",",,0,05,","246",",,0,09,","31.5",",,0,04,","7.8",",0,30,+","6811.4","0","714.4",",0","171.9",",,,0","","","1126",",,,0","-5.48",",0","-1.59",",,,0","-9.37",",,,0","10059",",X","","","270",",X","","","","","57.6",",X","",""
"USW00014755","1985-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.0",",X","0.0","0","0.0",",0","19",",0","11",",0","3",",0","2",",0","3",",0","0",",0","19",",0","5",",0","0",",0","0",",0","24","","24","","19850508",",,0","19850509","+,,0","19850508",",,0","1","","19850508",",,0","19850513",",,0","-13.3",",0,08,","25",",,0,09,+","226",",,0,08,","38.1",",,0,08,","12.8",",0,13,","7313.7","0","502.3",",0","176.8",",,,0","","","338",",,,0","2.13",",0","5.71",",,,0","-1.45",",,,0","10282",",X","","","315",",X","","","","","51.9",",X","",""
"USW00014755","1985-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","","","0.0","0","0.0",",0","18",",0","14",",0","1",",0","1",",0","1",",0","0",",0","13",",0","1",",0","0",",0","0",",0","29","","29","","19850607","+,,0","19850626",",,0","19850625",",,0","1","","19850628",",,0","19850623",",,0","-2.8",",0,07,+","25",",,0,26,","28",",,0,25,","76.5",",,0,28,","12.8",",0,23,","7742.2","0","428.5",",0","246.2",",,,0","","","54",",,,0","4.05",",0","6.99",",,,0","1.10",",,,0","6139",",X","","","270",",X","","","","","43.7",",X","",""
"USW00014755","1985-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.2",",X","0.0","0","0.0",",0","16",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29","","29","","19850728","+,,0","19850731","+,,0","19850731","+,,0","1","","19850726",",,0","19850715",",,0","1.1",",0,28,+","0",",,0,31,+","0",",,0,31,+","48.3",",,0,26,","19.4",",0,15,","294.7","0","294.7",",0","201.4",",,,0","","","0",",,,0","8.83",",0","12.04",",,,0","5.62",",,,0","10965",",X","","","270",",X","","","","","34.4",",X","",""
"USW00014755","1985-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","10.6",",X","0.0","0","0.0",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","29","","29","","19850831",",,0","19850831","+,,0","19850831","+,,0","1","","19850827",",,0","19850815",",,0","-0.6",",0,31,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,27,","16.1",",0,15,","621.3","0","326.6",",0","165.6",",,,0","","","0",",,,0","7.80",",0","10.55",",,,0","5.04",",,,0","8529",",X","","","315",",X","","","","","42.1",",X","",""
"USW00014755","1985-09","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.4",",X","0.0","0","0.0",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","7",",0","3",",0","0",",0","0",",0","30","","30","","19850913","+,,0","19850913",",,0","19850912",",,0","","","19850927",",,0","19850919",",,0","-5.6",",0,13,+","0",",T,0,13,","5",",,0,12,","128.5",",,0,27,","15.0",",0,19,","984.4","0","363.1",",0","243.8",",,,0","","","5",",,,0","6.23",",0","9.17",",,,0","3.29",",,,0","7675",",X","","","135",",X","","","","","57.1",",X","",""
"USW00014755","1985-10","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","18.7",",X","0.0","0","0.0",",0","15",",0","12",",0","2",",0","0",",0","2",",0","0",",0","22",",0","9",",0","0",",0","0",",0","27","","27","","19851029","+,,0","19851029","+,,0","19851028",",,0","","","19851005",",,0","19851001",",,0","-14.4",",0,29,+","0",",T,0,29,+","79",",,0,28,","40.1",",,0,05,","11.7",",0,01,","1570.2","0","585.8",",0","156.4",",,,0","","","129",",,,0","-0.56",",0","3.10",",,,0","-4.23",",,,0","6741",",X","","","270",",X","","","","","49.9",",X","",""
"USW00014755","1985-11","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","17.6",",X","0.0","0","0.0",",0","23",",0","18",",0","3",",0","11",",0","9",",0","3",",0","30",",0","17",",0","0",",0","0",",0","28","","28","","19851125",",,0","19851130","+,,0","19851128",",,0","","","19851106",",,0","19851120",",,0","-21.1",",0,25,","76",",,0,30,+","76",",,0,28,","39.6",",,0,06,","8.3",",0,20,","2268.2","0","698.0",",0","205.1",",,,0","","","470",",,,0","-4.94",",0","-0.97",",,,0","-8.90",",,,0","4842",",X","","","315",",X","","","","","51.4",",X","",""
"USW00014755","1985-12","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","21.9",",X","0.0","0","0.0",",0","21",",0","19",",0","1",",0","31",",0","18",",0","21",",0","31",",0","30",",0","0",",0","0",",0","31","","30","","19851219",",,0","19851231","+,,0","19851213",",,0","1","","19851202",",,0","19851202",",,0","-34.4",",0,19,","152",",,0,31,+","185",",,0,13,","34.3",",,0,02,","3.3",",0,02,","3324.4","0","1056.2",",0","178.6",",,,0","","","1317",",,,0","-15.74",",0","-11.34",",,,0","-20.14",",,,0","3029",",X","","","270",",X","","","","","62.2",",X","",""
"USW00014755","1986-01","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","23.6",",X","0.0","0","0.0",",0","19",",0","15",",0","6",",0","26",",0","12",",0","21",",0","31",",0","26",",0","0",",0","0",",0","31","","31","","19860115",",,0","19860117","+,,0","19860103",",,0","","","19860126",",,0","19860120",",,0","-38.3",",0,15,","254",",,0,17,+","437",",,0,03,","110.7",",,0,26,","5.0",",0,20,","4346.9","0","1022.5",",0","429.0",",,,0","","","2223",",,,0","-14.65",",0","-9.30",",,,0","-20.00",",,,0","5452",",X","","","270",",X","","","","","58.6",",X","",""
"USW00014755","1986-02","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","15.5",",X","0.0","0","0.0",",0","18",",0","12",",0","1",",0","28",",0","10",",0","17",",0","28",",0","27",",0","0",",0","0",",0","26","","26","","19860226",",,0","19860228","+,,0","19860221","+,,0","","","19860221",",,0","19860218",",,0","-28.3",",0,26,","203",",,0,28,+","208",",,0,21,+","25.7",",,0,21,","1.7",",0,18,","5275.1","0","928.2",",0","117.6",",,,0","","","1041",",,,0","-14.82",",0","-11.06",",,,0","-18.57",",,,0","6988",",X","","","315",",X","","","","","57.1",",X","",""
"USW00014755","1986-03","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","18.8","1,X","0.0","0","0.0",",0","19",",0","14",",0","2",",0","31",",0","13",",0","7",",0","29",",0","19",",0","0",",0","0",",0","27","","27","","19860308",",,0","19860319","+,,0","19860306",",,0","","","19860315",",,0","19860330",",,0","-33.3",",0,08,","305",",,0,19,+","211",",,0,06,","42.4",",,0,15,","8.9",",0,30,","6127.1","0","852.0",",0","204.7",",,,0","","","1198",",,,0","-9.15",",0","-4.45",",,,0","-13.85",",,,0","7556",",X","","","270",",X","","","","","55.0",",X","",""
"USW00014755","1986-04","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","10.6",",X","0.0","0","0.0",",0","12",",0","10",",0","1",",0","27",",0","6",",0","0",",0","25",",0","14",",0","0",",0","0",",0","22","","19","","19860406",",,0","19860416","+,,0","19860411",",,0","","","19860421",",,0","19860429",",,0","-12.8",",0,06,","203",",,0,16,+","117",",,0,11,","26.7",",,0,21,","10.6",",0,29,","6728.4","0","601.3",",0","135.4",",,,0","","","442",",,,0","-1.71",",0","1.19",",,,0","-4.61",",,,0","11885",",X","","","315",",X","","","","","40.1",",X","",""
"USW00014755","1986-05","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.3",",X","0.0","0","0.0",",0","22",",0","16",",0","2",",0","3",",0","2",",0","0",",0","12",",0","4",",0","0",",0","0",",0","25","","24","","19860503",",,0","19860505","+,,0","19860502",",,0","6","","19860521",",,0","19860519","+,,0","-16.7",",0,03,","25",",,0,05,+","48",",,0,02,","42.4",",,0,21,","16.7",",0,19,+","7193.2","0","464.8",",0","185.5",",,,0","","","144",",,,0","3.34",",0","6.70",",,,0","-0.02",",,,0","9909",",X","","","270",",X","","","","","50.9",",X","",""
"USW00014755","1986-06","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","17.5",",X","0.0","0","0.0",",0","18",",0","16",",0","0",",0","0",",0","0",",0","0",",0","10",",0","1",",0","0",",0","0",",0","25","","24","","19860602",",,0","19860626",",,0","19860625",",,0","3","","19860624",",,0","19860622",",,0","-9.4",",0,02,","0",",T,0,26,","13",",,0,25,","21.3",",,0,24,","14.4",",0,22,","7596.1","0","402.9",",0","195.0",",,,0","","","13",",,,0","4.90",",0","8.54",",,,0","1.26",",,,0","7779",",X","","","270",",X","","","","","56.0",",X","",""
"USW00014755","1986-07","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","12.9",",X","0.0","0","0.0",",0","17",",0","15",",0","3",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","31","","31","","19860704",",,0","19860731","+,,0","19860702",",,0","1","","19860714",",,0","19860728",",,0","-2.2",",0,04,","0",",,0,31,+","0",",T,0,02,","61.7",",,0,14,","16.1",",0,28,","304.9","0","304.9",",0","257.0",",,,0","","","0",",T,,0","8.50",",0","11.21",",,,0","5.78",",,,0","6313",",X","","","315",",X","","","","","45.7",",X","",""
"USW00014755","1986-08","44.27018","-71.30336","1911.7","MOUNT WASHINGTON, NH US","13.2",",X","0.0","0","0.0",",0","18",",0","16",",0","3",",0","0",",0","1",",0","0",",0","5",",0","1",",0","0",",0","0",",0","30","","30","","19860829",",,0","19860830","+,,0","19860824",",,0","7","","19860825",",,0","19860817",",,0","-6.7",",0,29,","0",",T,0,30,+","30",",,0,24,","60.2",",,0,25,","16.1",",0,17,","650.1","0","345.2",",0","278.2",",,,0","","","45",",,,0","7.20",",0","9.94",",,,0","4.45",",,,0","5630",",X","","","315",",X","","","","","54.0",",X","",""
